0x8000000L,mov     eax, [esp+mode]
0x8003c73L,mov     edi, [esp+0FB4h+var_F20]
0x8003c7aL,add     esi, 0BEEF0EE4h
0x8003c80L,adc     edi, 0BF597FC7h
0x8003c86L,add     esi, [esp+0FB4h+var_F8C]
0x8003c8aL,adc     edi, [esp+0FB4h+var_F88]
0x8003c8eL,add     esi, [esp+0FB4h+var_AA4]
0x8003c95L,mov     [esp+0FB4h+var_AA0], ebx
0x8003c9cL,mov     eax, [esp+0FB4h+var_F74]
0x8003ca0L,mov     edx, [esp+0FB4h+var_F70]
0x8003ca4L,mov     ebp, eax
0x8003ca6L,adc     edi, [esp+0FB4h+var_AA0]
0x8003cadL,shrd    eax, edx, 0Eh
0x8003cb1L,mov     ecx, eax
0x8003cb3L,mov     eax, [esp+0FB4h+var_F74]
0x8003cb7L,shrd    edx, ebp, 0Eh
0x8003cbbL,mov     ebx, edx
0x8003cbdL,mov     ebp, eax
0x8003cbfL,mov     edx, [esp+0FB4h+var_F70]
0x8003cc3L,shrd    eax, edx, 12h
0x8003cc7L,shrd    edx, ebp, 12h
0x8003ccbL,xor     ecx, eax
0x8003ccdL,xor     ebx, edx
0x8003ccfL,mov     eax, [esp+0FB4h+var_F74]
0x8003cd3L,mov     edx, [esp+0FB4h+var_F70]
0x8003cd7L,mov     ebp, eax
0x8003cd9L,shld    eax, edx, 17h
0x8003cddL,xor     ecx, eax
0x8003cdfL,mov     eax, [esp+0FB4h+var_FA4]
0x8003ce3L,shld    edx, ebp, 17h
0x8003ce7L,mov     [esp+0FB4h+var_A9C], ecx
0x8003ceeL,xor     ebx, edx
0x8003cf0L,add     esi, [esp+0FB4h+var_A9C]
0x8003cf7L,mov     [esp+0FB4h+var_A98], ebx
0x8003cfeL,adc     edi, [esp+0FB4h+var_A98]
0x8003d05L,mov     edx, [esp+0FB4h+var_F9C]
0x8003d09L,add     edx, esi
0x8003d0bL,mov     ecx, [esp+0FB4h+var_F98]
0x8003d0fL,adc     ecx, edi
0x8003d11L,mov     [esp+0FB4h+var_F8C], edx
0x8003d15L,mov     edx, [esp+0FB4h+var_FA4]
0x8003d19L,mov     [esp+0FB4h+var_F88], ecx
0x8003d1dL,mov     ebp, edx
0x8003d1fL,mov     ecx, [esp+0FB4h+var_FA0]
0x8003d23L,shrd    edx, ecx, 1Ch
0x8003d27L,shrd    ecx, ebp, 1Ch
0x8003d2bL,mov     ebx, ecx
0x8003d2dL,mov     ecx, edx
0x8003d2fL,mov     edx, [esp+0FB4h+var_FA0]
0x8003d33L,mov     ebp, eax
0x8003d35L,shld    eax, edx, 1Eh
0x8003d39L,xor     ecx, eax
0x8003d3bL,mov     eax, [esp+0FB4h+var_FA4]
0x8003d3fL,shld    edx, ebp, 1Eh
0x8003d43L,xor     ebx, edx
0x8003d45L,mov     ebp, eax
0x8003d47L,mov     edx, [esp+0FB4h+var_FA0]
0x8003d4bL,shld    eax, edx, 19h
0x8003d4fL,shld    edx, ebp, 19h
0x8003d53L,xor     ecx, eax
0x8003d55L,xor     ebx, edx
0x8003d57L,mov     [esp+0FB4h+var_A94], ecx
0x8003d5eL,mov     [esp+0FB4h+var_A90], ebx
0x8003d65L,mov     ecx, [esp+0FB4h+var_FAC]
0x8003d69L,mov     ebp, [esp+0FB4h+var_FA0]
0x8003d6dL,mov     ebx, [esp+0FB4h+var_FA8]
0x8003d71L,mov     edx, [esp+0FB4h+var_FA4]
0x8003d75L,or      ebx, ebp
0x8003d77L,or      edx, ecx
0x8003d79L,mov     ecx, [esp+0FB4h+var_FB4]
0x8003d7cL,mov     ebp, [esp+0FB4h+var_FA4]
0x8003d80L,and     edx, ecx
0x8003d82L,mov     eax, ebx
0x8003d84L,mov     ecx, [esp+0FB4h+var_FB0]
0x8003d88L,mov     ebx, [esp+0FB4h+var_FAC]
0x8003d8cL,and     eax, ecx
0x8003d8eL,and     ebx, ebp
0x8003d90L,mov     ecx, [esp+0FB4h+var_FA8]
0x8003d94L,mov     ebp, [esp+0FB4h+var_FA0]
0x8003d98L,and     ecx, ebp
0x8003d9aL,or      edx, ebx
0x8003d9cL,mov     ebx, eax
0x8003d9eL,mov     [esp+0FB4h+var_A8C], edx
0x8003da5L,or      ebx, ecx
0x8003da7L,mov     ecx, [esp+0FB4h+var_A94]
0x8003daeL,mov     [esp+0FB4h+var_A88], ebx
0x8003db5L,mov     ebx, [esp+0FB4h+var_A90]
0x8003dbcL,add     ecx, [esp+0FB4h+var_A8C]
0x8003dc3L,adc     ebx, [esp+0FB4h+var_A88]
0x8003dcaL,mov     eax, ecx
0x8003dccL,add     eax, esi
0x8003dceL,mov     edx, ebx
0x8003dd0L,adc     edx, edi
0x8003dd2L,mov     esi, [esp+0FB4h+var_2C]
0x8003dd9L,mov     edi, [esp+0FB4h+var_28]
0x8003de0L,mov     ebp, esi
0x8003de2L,shrd    esi, edi, 1
0x8003de6L,mov     ecx, esi
0x8003de8L,mov     esi, [esp+0FB4h+var_2C]
0x8003defL,shrd    edi, ebp, 1
0x8003df3L,mov     ebx, edi
0x8003df5L,mov     ebp, esi
0x8003df7L,mov     edi, [esp+0FB4h+var_28]
0x8003dfeL,mov     [esp+0FB4h+var_F9C], eax
0x8003e02L,shrd    esi, edi, 8
0x8003e06L,shrd    edi, ebp, 8
0x8003e0aL,xor     ecx, esi
0x8003e0cL,xor     ebx, edi
0x8003e0eL,mov     esi, [esp+0FB4h+var_2C]
0x8003e15L,mov     edi, [esp+0FB4h+var_28]
0x8003e1cL,shrd    esi, edi, 7
0x8003e20L,shr     edi, 7
0x8003e23L,mov     eax, esi
0x8003e25L,mov     [esp+0FB4h+var_F98], edx
0x8003e29L,mov     edx, edi
0x8003e2bL,mov     edi, ecx
0x8003e2dL,xor     edi, eax
0x8003e2fL,mov     eax, [esp+0FB4h+var_F2C]
0x8003e36L,mov     [esp+0FB4h+var_A84], edi
0x8003e3dL,mov     edi, ebx
0x8003e3fL,xor     edi, edx
0x8003e41L,mov     esi, [esp+0FB4h+var_A84]
0x8003e48L,add     esi, [esp+0FB4h+var_34]
0x8003e4fL,mov     [esp+0FB4h+var_A80], edi
0x8003e56L,mov     edi, [esp+0FB4h+var_A80]
0x8003e5dL,mov     edx, [esp+0FB4h+var_F28]
0x8003e64L,adc     edi, [esp+0FB4h+var_30]
0x8003e6bL,add     esi, [esp+0FB4h+var_F4C]
0x8003e6fL,mov     ebp, eax
0x8003e71L,mov     ecx, eax
0x8003e73L,adc     edi, [esp+0FB4h+var_F48]
0x8003e77L,mov     ebx, edx
0x8003e79L,shrd    ecx, edx, 13h
0x8003e7dL,shrd    ebx, eax, 13h
0x8003e81L,shld    eax, edx, 3
0x8003e85L,shld    edx, ebp, 3
0x8003e89L,xor     ecx, eax
0x8003e8bL,xor     ebx, edx
0x8003e8dL,mov     eax, [esp+0FB4h+var_F2C]
0x8003e94L,mov     edx, [esp+0FB4h+var_F28]
0x8003e9bL,shrd    eax, edx, 6
0x8003e9fL,shr     edx, 6
0x8003ea2L,xor     ecx, eax
0x8003ea4L,xor     ebx, edx
0x8003ea6L,mov     [esp+0FB4h+var_A7C], ecx
0x8003eadL,mov     [esp+0FB4h+var_A78], ebx
0x8003eb4L,mov     ebx, esi
0x8003eb6L,add     ebx, [esp+0FB4h+var_A7C]
0x8003ebdL,mov     esi, edi
0x8003ebfL,adc     esi, [esp+0FB4h+var_A78]
0x8003ec6L,mov     [esp+0FB4h+var_F1C], ebx
0x8003ecdL,mov     [esp+0FB4h+var_F18], esi
0x8003ed4L,mov     ebx, [esp+0FB4h+var_F84]
0x8003ed8L,mov     edi, [esp+0FB4h+var_F74]
0x8003edcL,mov     esi, [esp+0FB4h+var_F80]
0x8003ee0L,xor     edi, ebx
0x8003ee2L,mov     ecx, [esp+0FB4h+var_F88]
0x8003ee6L,mov     edx, edi
0x8003ee8L,mov     edi, [esp+0FB4h+var_F70]
0x8003eecL,xor     edi, esi
0x8003eeeL,mov     esi, [esp+0FB4h+var_F18]
0x8003ef5L,mov     eax, edi
0x8003ef7L,mov     edi, [esp+0FB4h+var_F8C]
0x8003efbL,and     edx, edi
0x8003efdL,and     eax, ecx
0x8003effL,mov     edi, edx
0x8003f01L,mov     edx, [esp+0FB4h+var_F88]
0x8003f05L,xor     edi, ebx
0x8003f07L,mov     ebx, [esp+0FB4h+var_F1C]
0x8003f0eL,mov     [esp+0FB4h+var_A74], edi
0x8003f15L,mov     edi, [esp+0FB4h+var_F80]
0x8003f19L,xor     edi, eax
0x8003f1bL,add     ebx, 3DA88FC2h
0x8003f21L,adc     esi, 0C6E00BF3h
0x8003f27L,mov     [esp+0FB4h+var_A70], edi
0x8003f2eL,mov     edi, esi
0x8003f30L,mov     esi, ebx
0x8003f32L,add     esi, [esp+0FB4h+var_F7C]
0x8003f36L,mov     eax, [esp+0FB4h+var_F8C]
0x8003f3aL,adc     edi, [esp+0FB4h+var_F78]
0x8003f3eL,add     esi, [esp+0FB4h+var_A74]
0x8003f45L,mov     ebp, eax
0x8003f47L,mov     ecx, eax
0x8003f49L,adc     edi, [esp+0FB4h+var_A70]
0x8003f50L,mov     ebx, edx
0x8003f52L,shrd    ecx, edx, 0Eh
0x8003f56L,shrd    ebx, eax, 0Eh
0x8003f5aL,shrd    eax, edx, 12h
0x8003f5eL,shrd    edx, ebp, 12h
0x8003f62L,xor     ecx, eax
0x8003f64L,xor     ebx, edx
0x8003f66L,mov     eax, [esp+0FB4h+var_F8C]
0x8003f6aL,mov     edx, [esp+0FB4h+var_F88]
0x8003f6eL,mov     ebp, eax
0x8003f70L,shld    eax, edx, 17h
0x8003f74L,xor     ecx, eax
0x8003f76L,shld    edx, ebp, 17h
0x8003f7aL,mov     [esp+0FB4h+var_A6C], ecx
0x8003f81L,xor     ebx, edx
0x8003f83L,add     esi, [esp+0FB4h+var_A6C]
0x8003f8aL,mov     [esp+0FB4h+var_A68], ebx
0x8003f91L,adc     edi, [esp+0FB4h+var_A68]
0x8003f98L,mov     edx, [esp+0FB4h+var_FB4]
0x8003f9bL,add     edx, esi
0x8003f9dL,mov     ecx, [esp+0FB4h+var_FB0]
0x8003fa1L,adc     ecx, edi
0x8003fa3L,mov     [esp+0FB4h+var_F7C], edx
0x8003fa7L,mov     edx, [esp+0FB4h+var_F9C]
0x8003fabL,mov     [esp+0FB4h+var_F78], ecx
0x8003fafL,mov     ebp, edx
0x8003fb1L,mov     ecx, [esp+0FB4h+var_F98]
0x8003fb5L,shrd    edx, ecx, 1Ch
0x8003fb9L,shrd    ecx, ebp, 1Ch
0x8003fbdL,mov     eax, [esp+0FB4h+var_F9C]
0x8003fc1L,mov     ebx, ecx
0x8003fc3L,mov     ecx, edx
0x8003fc5L,mov     edx, [esp+0FB4h+var_F98]
0x8003fc9L,mov     ebp, eax
0x8003fcbL,shld    eax, edx, 1Eh
0x8003fcfL,xor     ecx, eax
0x8003fd1L,mov     eax, [esp+0FB4h+var_F9C]
0x8003fd5L,shld    edx, ebp, 1Eh
0x8003fd9L,xor     ebx, edx
0x8003fdbL,mov     ebp, eax
0x8003fddL,mov     edx, [esp+0FB4h+var_F98]
0x8003fe1L,shld    eax, edx, 19h
0x8003fe5L,shld    edx, ebp, 19h
0x8003fe9L,xor     ebx, edx
0x8003febL,xor     ecx, eax
0x8003fedL,mov     [esp+0FB4h+var_A60], ebx
0x8003ff4L,mov     ebp, [esp+0FB4h+var_F98]
0x8003ff8L,mov     ebx, [esp+0FB4h+var_FA0]
0x8003ffcL,mov     [esp+0FB4h+var_A64], ecx
0x8004003L,or      ebx, ebp
0x8004005L,mov     ecx, [esp+0FB4h+var_FA4]
0x8004009L,mov     edx, [esp+0FB4h+var_F9C]
0x800400dL,mov     ebp, [esp+0FB4h+var_F9C]
0x8004011L,or      edx, ecx
0x8004013L,mov     eax, ebx
0x8004015L,mov     ecx, [esp+0FB4h+var_FAC]
0x8004019L,mov     ebx, [esp+0FB4h+var_FA4]
0x800401dL,and     ebx, ebp
0x800401fL,and     edx, ecx
0x8004021L,mov     ecx, [esp+0FB4h+var_FA8]
0x8004025L,or      edx, ebx
0x8004027L,and     eax, ecx
0x8004029L,mov     ebp, [esp+0FB4h+var_F98]
0x800402dL,mov     ecx, [esp+0FB4h+var_FA0]
0x8004031L,mov     [esp+0FB4h+var_A5C], edx
0x8004038L,and     ecx, ebp
0x800403aL,mov     ebx, eax
0x800403cL,mov     edx, [esp+0FB4h+var_A64]
0x8004043L,or      ebx, ecx
0x8004045L,add     edx, [esp+0FB4h+var_A5C]
0x800404cL,mov     [esp+0FB4h+var_A58], ebx
0x8004053L,mov     ecx, [esp+0FB4h+var_A60]
0x800405aL,mov     eax, edx
0x800405cL,adc     ecx, [esp+0FB4h+var_A58]
0x8004063L,mov     ebx, [esp+0FB4h+var_24]
0x800406aL,add     eax, esi
0x800406cL,mov     edx, ecx
0x800406eL,adc     edx, edi
0x8004070L,mov     esi, [esp+0FB4h+var_20]
0x8004077L,mov     edi, ebx
0x8004079L,mov     [esp+0FB4h+var_FB4], eax
0x800407cL,shrd    ebx, esi, 1
0x8004080L,shrd    esi, edi, 1
0x8004084L,mov     ecx, ebx
0x8004086L,mov     ebx, esi
0x8004088L,mov     esi, [esp+0FB4h+var_24]
0x800408fL,mov     edi, [esp+0FB4h+var_20]
0x8004096L,mov     ebp, esi
0x8004098L,mov     [esp+0FB4h+var_FB0], edx
0x800409cL,shrd    esi, edi, 8
0x80040a0L,shrd    edi, ebp, 8
0x80040a4L,xor     ecx, esi
0x80040a6L,xor     ebx, edi
0x80040a8L,mov     esi, [esp+0FB4h+var_24]
0x80040afL,mov     edi, [esp+0FB4h+var_20]
0x80040b6L,shrd    esi, edi, 7
0x80040baL,shr     edi, 7
0x80040bdL,mov     eax, esi
0x80040bfL,mov     edx, edi
0x80040c1L,mov     edi, ecx
0x80040c3L,xor     edi, eax
0x80040c5L,mov     [esp+0FB4h+var_A54], edi
0x80040ccL,mov     edi, ebx
0x80040ceL,xor     edi, edx
0x80040d0L,mov     [esp+0FB4h+var_A50], edi
0x80040d7L,mov     esi, [esp+0FB4h+var_A54]
0x80040deL,add     esi, [esp+0FB4h+var_2C]
0x80040e5L,mov     edi, [esp+0FB4h+var_A50]
0x80040ecL,mov     eax, [esp+0FB4h+var_F24]
0x80040f3L,mov     edx, [esp+0FB4h+var_F20]
0x80040faL,adc     edi, [esp+0FB4h+var_28]
0x8004101L,add     esi, [esp+0FB4h+var_F44]
0x8004105L,mov     ebp, eax
0x8004107L,mov     ecx, eax
0x8004109L,adc     edi, [esp+0FB4h+var_F40]
0x800410dL,mov     ebx, edx
0x800410fL,shrd    ecx, edx, 13h
0x8004113L,shrd    ebx, eax, 13h
0x8004117L,shld    eax, edx, 3
0x800411bL,shld    edx, ebp, 3
0x800411fL,xor     ecx, eax
0x8004121L,xor     ebx, edx
0x8004123L,mov     eax, [esp+0FB4h+var_F24]
0x800412aL,mov     edx, [esp+0FB4h+var_F20]
0x8004131L,shrd    eax, edx, 6
0x8004135L,shr     edx, 6
0x8004138L,xor     ecx, eax
0x800413aL,mov     [esp+0FB4h+var_A4C], ecx
0x8004141L,xor     ebx, edx
0x8004143L,add     esi, [esp+0FB4h+var_A4C]
0x800414aL,mov     [esp+0FB4h+var_A48], ebx
0x8004151L,mov     [esp+0FB4h+var_F14], esi
0x8004158L,mov     esi, [esp+0FB4h+var_F74]
0x800415cL,mov     ecx, [esp+0FB4h+var_F8C]
0x8004160L,mov     edx, esi
0x8004162L,adc     edi, [esp+0FB4h+var_A48]
0x8004169L,xor     edx, ecx
0x800416bL,mov     ecx, [esp+0FB4h+var_F7C]
0x800416fL,mov     [esp+0FB4h+var_F10], edi
0x8004176L,and     edx, ecx
0x8004178L,mov     edi, [esp+0FB4h+var_F70]
0x800417cL,mov     eax, [esp+0FB4h+var_F88]
0x8004180L,mov     ebx, edx
0x8004182L,xor     ebx, esi
0x8004184L,xor     eax, edi
0x8004186L,mov     ecx, [esp+0FB4h+var_F78]
0x800418aL,mov     [esp+0FB4h+var_A44], ebx
0x8004191L,and     eax, ecx
0x8004193L,mov     ebx, [esp+0FB4h+var_F70]
0x8004197L,mov     esi, [esp+0FB4h+var_F14]
0x800419eL,xor     ebx, eax
0x80041a0L,mov     edi, [esp+0FB4h+var_F10]
0x80041a7L,add     esi, 930AA725h
0x80041adL,adc     edi, 0D5A79147h
0x80041b3L,add     esi, [esp+0FB4h+var_F84]
0x80041b7L,mov     [esp+0FB4h+var_A40], ebx
0x80041beL,adc     edi, [esp+0FB4h+var_F80]
0x80041c2L,add     esi, [esp+0FB4h+var_A44]
0x80041c9L,mov     eax, [esp+0FB4h+var_F7C]
0x80041cdL,mov     edx, [esp+0FB4h+var_F78]
0x80041d1L,adc     edi, [esp+0FB4h+var_A40]
0x80041d8L,mov     ebp, eax
0x80041daL,shrd    eax, edx, 0Eh
0x80041deL,mov     ecx, eax
0x80041e0L,mov     eax, [esp+0FB4h+var_F7C]
0x80041e4L,shrd    edx, ebp, 0Eh
0x80041e8L,mov     ebx, edx
0x80041eaL,mov     ebp, eax
0x80041ecL,mov     edx, [esp+0FB4h+var_F78]
0x80041f0L,shrd    eax, edx, 12h
0x80041f4L,shrd    edx, ebp, 12h
0x80041f8L,xor     ecx, eax
0x80041faL,xor     ebx, edx
0x80041fcL,mov     eax, [esp+0FB4h+var_F7C]
0x8004200L,mov     edx, [esp+0FB4h+var_F78]
0x8004204L,mov     ebp, eax
0x8004206L,shld    eax, edx, 17h
0x800420aL,xor     ecx, eax
0x800420cL,mov     eax, [esp+0FB4h+var_FB4]
0x800420fL,shld    edx, ebp, 17h
0x8004213L,mov     [esp+0FB4h+var_A3C], ecx
0x800421aL,xor     ebx, edx
0x800421cL,add     esi, [esp+0FB4h+var_A3C]
0x8004223L,mov     [esp+0FB4h+var_A38], ebx
0x800422aL,adc     edi, [esp+0FB4h+var_A38]
0x8004231L,mov     edx, [esp+0FB4h+var_FAC]
0x8004235L,add     edx, esi
0x8004237L,mov     ecx, [esp+0FB4h+var_FA8]
0x800423bL,adc     ecx, edi
0x800423dL,mov     [esp+0FB4h+var_F84], edx
0x8004241L,mov     edx, [esp+0FB4h+var_FB4]
0x8004244L,mov     [esp+0FB4h+var_F80], ecx
0x8004248L,mov     ebp, edx
0x800424aL,mov     ecx, [esp+0FB4h+var_FB0]
0x800424eL,shrd    edx, ecx, 1Ch
0x8004252L,shrd    ecx, ebp, 1Ch
0x8004256L,mov     ebx, ecx
0x8004258L,mov     ecx, edx
0x800425aL,mov     edx, [esp+0FB4h+var_FB0]
0x800425eL,mov     ebp, eax
0x8004260L,shld    eax, edx, 1Eh
0x8004264L,xor     ecx, eax
0x8004266L,mov     eax, [esp+0FB4h+var_FB4]
0x8004269L,shld    edx, ebp, 1Eh
0x800426dL,xor     ebx, edx
0x800426fL,mov     ebp, eax
0x8004271L,mov     edx, [esp+0FB4h+var_FB0]
0x8004275L,shld    eax, edx, 19h
0x8004279L,shld    edx, ebp, 19h
0x800427dL,xor     ecx, eax
0x800427fL,xor     ebx, edx
0x8004281L,mov     ebp, [esp+0FB4h+var_FB0]
0x8004285L,mov     [esp+0FB4h+var_A34], ecx
0x800428cL,mov     [esp+0FB4h+var_A30], ebx
0x8004293L,mov     ecx, [esp+0FB4h+var_F9C]
0x8004297L,mov     ebx, [esp+0FB4h+var_F98]
0x800429bL,mov     edx, [esp+0FB4h+var_FB4]
0x800429eL,or      ebx, ebp
0x80042a0L,or      edx, ecx
0x80042a2L,mov     ecx, [esp+0FB4h+var_FA4]
0x80042a6L,mov     eax, ebx
0x80042a8L,and     edx, ecx
0x80042aaL,mov     ecx, [esp+0FB4h+var_FA0]
0x80042aeL,mov     ebp, [esp+0FB4h+var_FB4]
0x80042b1L,mov     ebx, [esp+0FB4h+var_F9C]
0x80042b5L,and     eax, ecx
0x80042b7L,and     ebx, ebp
0x80042b9L,mov     ecx, [esp+0FB4h+var_F98]
0x80042bdL,mov     ebp, [esp+0FB4h+var_FB0]
0x80042c1L,and     ecx, ebp
0x80042c3L,or      edx, ebx
0x80042c5L,mov     ebx, eax
0x80042c7L,mov     [esp+0FB4h+var_A2C], edx
0x80042ceL,or      ebx, ecx
0x80042d0L,mov     ecx, [esp+0FB4h+var_A34]
0x80042d7L,add     ecx, [esp+0FB4h+var_A2C]
0x80042deL,mov     [esp+0FB4h+var_A28], ebx
0x80042e5L,mov     ebx, [esp+0FB4h+var_A30]
0x80042ecL,mov     eax, ecx
0x80042eeL,adc     ebx, [esp+0FB4h+var_A28]
0x80042f5L,add     eax, esi
0x80042f7L,mov     edx, ebx
0x80042f9L,mov     esi, [esp+0FB4h+var_1C]
0x8004300L,adc     edx, edi
0x8004302L,mov     edi, [esp+0FB4h+var_18]
0x8004309L,mov     ebp, esi
0x800430bL,mov     [esp+0FB4h+var_FAC], eax
0x800430fL,shrd    esi, edi, 1
0x8004313L,mov     ecx, esi
0x8004315L,mov     esi, [esp+0FB4h+var_1C]
0x800431cL,shrd    edi, ebp, 1
0x8004320L,mov     ebx, edi
0x8004322L,mov     ebp, esi
0x8004324L,mov     edi, [esp+0FB4h+var_18]
0x800432bL,mov     [esp+0FB4h+var_FA8], edx
0x800432fL,shrd    esi, edi, 8
0x8004333L,shrd    edi, ebp, 8
0x8004337L,xor     ecx, esi
0x8004339L,xor     ebx, edi
0x800433bL,mov     esi, [esp+0FB4h+var_1C]
0x8004342L,mov     edi, [esp+0FB4h+var_18]
0x8004349L,shrd    esi, edi, 7
0x800434dL,shr     edi, 7
0x8004350L,mov     eax, esi
0x8004352L,mov     edx, edi
0x8004354L,mov     edi, ecx
0x8004356L,xor     edi, eax
0x8004358L,mov     eax, [esp+0FB4h+var_F1C]
0x800435fL,mov     [esp+0FB4h+var_A24], edi
0x8004366L,mov     edi, ebx
0x8004368L,xor     edi, edx
0x800436aL,mov     esi, [esp+0FB4h+var_A24]
0x8004371L,add     esi, [esp+0FB4h+var_24]
0x8004378L,mov     [esp+0FB4h+var_A20], edi
0x800437fL,mov     edi, [esp+0FB4h+var_A20]
0x8004386L,mov     edx, [esp+0FB4h+var_F18]
0x800438dL,adc     edi, [esp+0FB4h+var_20]
0x8004394L,add     esi, [esp+0FB4h+var_F6C]
0x8004398L,mov     ebp, eax
0x800439aL,mov     ecx, eax
0x800439cL,adc     edi, [esp+0FB4h+var_F68]
0x80043a0L,mov     ebx, edx
0x80043a2L,shrd    ecx, edx, 13h
0x80043a6L,shrd    ebx, eax, 13h
0x80043aaL,shld    eax, edx, 3
0x80043aeL,shld    edx, ebp, 3
0x80043b2L,xor     ecx, eax
0x80043b4L,xor     ebx, edx
0x80043b6L,mov     eax, [esp+0FB4h+var_F1C]
0x80043bdL,mov     edx, [esp+0FB4h+var_F18]
0x80043c4L,shrd    eax, edx, 6
0x80043c8L,shr     edx, 6
0x80043cbL,xor     ecx, eax
0x80043cdL,xor     ebx, edx
0x80043cfL,mov     [esp+0FB4h+var_A1C], ecx
0x80043d6L,mov     [esp+0FB4h+var_A18], ebx
0x80043ddL,mov     ebx, esi
0x80043dfL,add     ebx, [esp+0FB4h+var_A1C]
0x80043e6L,mov     esi, edi
0x80043e8L,adc     esi, [esp+0FB4h+var_A18]
0x80043efL,mov     [esp+0FB4h+var_F0C], ebx
0x80043f6L,mov     edi, [esp+0FB4h+var_F7C]
0x80043faL,mov     ebx, [esp+0FB4h+var_F8C]
0x80043feL,xor     edi, ebx
0x8004400L,mov     [esp+0FB4h+var_F08], esi
0x8004407L,mov     edx, edi
0x8004409L,mov     esi, [esp+0FB4h+var_F88]
0x800440dL,mov     edi, [esp+0FB4h+var_F78]
0x8004411L,mov     ecx, [esp+0FB4h+var_F80]
0x8004415L,xor     edi, esi
0x8004417L,mov     esi, [esp+0FB4h+var_F08]
0x800441eL,mov     eax, edi
0x8004420L,mov     edi, [esp+0FB4h+var_F84]
0x8004424L,and     edx, edi
0x8004426L,and     eax, ecx
0x8004428L,mov     edi, edx
0x800442aL,mov     edx, [esp+0FB4h+var_F80]
0x800442eL,xor     edi, ebx
0x8004430L,mov     ebx, [esp+0FB4h+var_F0C]
0x8004437L,mov     [esp+0FB4h+var_A14], edi
0x800443eL,mov     edi, [esp+0FB4h+var_F88]
0x8004442L,xor     edi, eax
0x8004444L,add     ebx, 0E003826Fh
0x800444aL,adc     esi, 6CA6351h
0x8004450L,mov     [esp+0FB4h+var_A10], edi
0x8004457L,mov     edi, esi
0x8004459L,mov     esi, ebx
0x800445bL,add     esi, [esp+0FB4h+var_F74]
0x800445fL,mov     eax, [esp+0FB4h+var_F84]
0x8004463L,adc     edi, [esp+0FB4h+var_F70]
0x8004467L,add     esi, [esp+0FB4h+var_A14]
0x800446eL,mov     ebp, eax
0x8004470L,mov     ecx, eax
0x8004472L,adc     edi, [esp+0FB4h+var_A10]
0x8004479L,mov     ebx, edx
0x800447bL,shrd    ecx, edx, 0Eh
0x800447fL,shrd    ebx, eax, 0Eh
0x8004483L,shrd    eax, edx, 12h
0x8004487L,shrd    edx, ebp, 12h
0x800448bL,xor     ecx, eax
0x800448dL,xor     ebx, edx
0x800448fL,mov     eax, [esp+0FB4h+var_F84]
0x8004493L,mov     edx, [esp+0FB4h+var_F80]
0x8004497L,mov     ebp, eax
0x8004499L,shld    eax, edx, 17h
0x800449dL,xor     ecx, eax
0x800449fL,shld    edx, ebp, 17h
0x80044a3L,xor     ebx, edx
0x80044a5L,mov     [esp+0FB4h+var_A0C], ecx
0x80044acL,mov     [esp+0FB4h+var_A08], ebx
0x80044b3L,add     esi, [esp+0FB4h+var_A0C]
0x80044baL,mov     edx, [esp+0FB4h+var_FA4]
0x80044beL,mov     ecx, [esp+0FB4h+var_FA0]
0x80044c2L,adc     edi, [esp+0FB4h+var_A08]
0x80044c9L,add     edx, esi
0x80044cbL,adc     ecx, edi
0x80044cdL,mov     [esp+0FB4h+var_F74], edx
0x80044d1L,mov     edx, [esp+0FB4h+var_FAC]
0x80044d5L,mov     [esp+0FB4h+var_F70], ecx
0x80044d9L,mov     ebp, edx
0x80044dbL,mov     ecx, [esp+0FB4h+var_FA8]
0x80044dfL,shrd    edx, ecx, 1Ch
0x80044e3L,shrd    ecx, ebp, 1Ch
0x80044e7L,mov     eax, [esp+0FB4h+var_FAC]
0x80044ebL,mov     ebx, ecx
0x80044edL,mov     ecx, edx
0x80044efL,mov     edx, [esp+0FB4h+var_FA8]
0x80044f3L,mov     ebp, eax
0x80044f5L,shld    eax, edx, 1Eh
0x80044f9L,xor     ecx, eax
0x80044fbL,mov     eax, [esp+0FB4h+var_FAC]
0x80044ffL,shld    edx, ebp, 1Eh
0x8004503L,xor     ebx, edx
0x8004505L,mov     ebp, eax
0x8004507L,mov     edx, [esp+0FB4h+var_FA8]
0x800450bL,shld    eax, edx, 19h
0x800450fL,shld    edx, ebp, 19h
0x8004513L,xor     ebx, edx
0x8004515L,xor     ecx, eax
0x8004517L,mov     [esp+0FB4h+var_A00], ebx
0x800451eL,mov     ebp, [esp+0FB4h+var_FA8]
0x8004522L,mov     ebx, [esp+0FB4h+var_FB0]
0x8004526L,mov     [esp+0FB4h+var_A04], ecx
0x800452dL,or      ebx, ebp
0x800452fL,mov     ecx, [esp+0FB4h+var_FB4]
0x8004532L,mov     edx, [esp+0FB4h+var_FAC]
0x8004536L,mov     ebp, [esp+0FB4h+var_FAC]
0x800453aL,or      edx, ecx
0x800453cL,mov     eax, ebx
0x800453eL,mov     ecx, [esp+0FB4h+var_F9C]
0x8004542L,mov     ebx, [esp+0FB4h+var_FB4]
0x8004545L,and     ebx, ebp
0x8004547L,and     edx, ecx
0x8004549L,mov     ecx, [esp+0FB4h+var_F98]
0x800454dL,or      edx, ebx
0x800454fL,and     eax, ecx
