0x0L,CMN             W1, #1  ; Alternative name is '$x'
0x4L,B.EQ            loc_14
0x5fecL,ADD             X19, X19, X3
0x5ff0L,LDR             X4, [X1,#0x88]
0x5ff4L,LDR             X5, [X1,#0x40]
0x5ff8L,AND             X3, X19, X4
0x5ffcL,ADD             X3, X3, X3,LSL#1
0x6000L,UBFM            X3, X3, #0x3D, #0x3C
0x6004L,LDR             X11, [X5,X3]
0x6008L,ADD             X3, X5, X3
0x600cL,CBZ             X11, loc_609C
0x6010L,LDR             X12, [X3,#0x10]
0x6014L,UBFM            X14, X7, #0x3D, #0x3C
0x6018L,MOV             X3, #0
0x601cL,B               loc_602C
0x6020L,ADD             X3, X3, #1
0x6024L,CMP             X3, X11
0x6028L,B.EQ            loc_609C
0x602cL,LDR             X4, [X12,X3,LSL#3]
0x6030L,LDR             X5, [X4]
0x6034L,CMP             X5, X19
0x6038L,B.NE            loc_6020
0x603cL,ADD             X10, X4, #8
0x6040L,LDR             X5, [X10,#8]
0x6044L,CMP             X7, X5
0x6048L,B.NE            loc_6020
0x604cL,SUB             X5, X14, #8
0x6050L,MOV             X6, X7
0x6054L,B               loc_6074
0x6058L,LDR             X8, [X10,#0x10]
0x605cL,LDR             X9, [X8,X5]
0x6060L,SUB             X5, X5, #8
0x6064L,ADD             X8, X13, X5
0x6068L,LDR             X8, [X8,#8]
0x606cL,CMP             X9, X8
0x6070L,B.NE            loc_6020
0x6074L,SUB             X6, X6, #1
0x6078L,CMN             X6, #3
0x607cL,B.LS            loc_6058
0x6080L,MOV             X0, X4
0x6084L,LDR             X25, [SP,#0x40+var_s0]
0x6088L,LDP             X19, X20, [SP,#0x40+var_30]
0x608cL,LDP             X21, X22, [SP,#0x40+var_20]
0x6090L,LDP             X23, X24, [SP,#0x40+var_10]
0x6094L,LDP             X29, X30, [SP+0x40+var_40],#0x50
0x6098L,RET
0x609cL,MOV             X23, X1
0x60a0L,MOV             X22, X0
0x60a4L,MOV             X1, #1
0x60a8L,MOV             X0, #0x70
0x60acL,MOV             X24, X2
0x6270L,CBNZ            X3, loc_6308
0x6274L,SUB             X4, X7, #2
0x6278L,MOV             X19, X7
0x627cL,UBFM            X5, X4, #1, #0x3F
0x6280L,MOV             X6, X3
0x6284L,ADD             X5, X5, #1
0x6288L,MOV             X8, X7
0x628cL,UBFM            X9, X5, #0x3F, #0x3E
0x6290L,MOVI            V0.4S, #0
0x6294L,ADD             X3, X13, X3,LSL#3
0x6298L,MOV             X4, #0
0x629cL,LDR             Q1, [X3],#0x10
0x62a0L,ADD             X4, X4, #1
0x62a4L,CMP             X4, X5
0x62a8L,ADD             V0.2D, V0.2D, V1.2D
0x62acL,B.CC            loc_629C
0x62b0L,ADDP            D0, V0.2D
0x62b4L,CMP             X9, X8
0x62b8L,ADD             X6, X6, X9
0x62bcL,UMOV            X3, V0.D[0]
0x62c0L,ADD             X19, X19, X3
0x62c4L,B.NE            loc_5FE8
0x62c8L,B               loc_5FF0
0x62ccL,MOV             X3, X7
0x62d0L,MOV             X6, X7
0x62d4L,B               loc_5FC4
0x62d8L,STR             W7, [X0]
0x62dcL,MOV             X4, X7
0x62e0L,MOV             X0, X4
0x62e4L,LDR             X25, [SP,#0x40+var_s0]
0x62e8L,LDP             X19, X20, [SP,#0x40+var_30]
0x62ecL,LDP             X21, X22, [SP,#0x40+var_20]
0x62f0L,LDP             X23, X24, [SP,#0x40+var_10]
0x62f4L,LDP             X29, X30, [SP+0x40+var_40],#0x50
0x62f8L,RET
0x62fcL,MOV             X3, X7
0x6300L,MOV             X6, #5
0x6304L,B               loc_5FC4
0x6308L,LDR             X19, [X13]
0x630cL,MOV             X3, #1
0x6310L,MOV             X6, X3
0x6314L,ADD             X19, X7, X19
0x6318L,B               loc_5FC4
0x60b0L,BL              sub_60B0
0x60b4L,MOV             X20, X0
0x60b8L,CBZ             X0, loc_6228
0x60bcL,ADD             X25, X0, #8
0x60c0L,LDR             X1, [X24,#8]
0x60c4L,STR             X1, [X25,#8]
0x60c8L,CBZ             X1, loc_61B8
0x60ccL,UBFM            X0, X1, #0x3D, #0x3C
0x60d0L,STR             X1, [X20,#8]
0x60d4L,BL              sub_60D4
0x60d8L,STR             X0, [X25,#0x10]
0x60dcL,CBZ             X0, loc_6220
0x60e0L,LDR             X21, [X24,#8]
0x60e4L,LDR             X1, [X24,#0x10]
0x60e8L,UBFM            X2, X21, #0x3D, #0x3C
0x60ecL,BL              sub_60EC
0x60f0L,STR             X25, [X20,#0x50]
0x60f4L,CBZ             X21, loc_61C4
0x60f8L,LDR             X2, [X23]
0x60fcL,MOV             X7, X21
0x6100L,LDR             X1, [X24,#0x10]
0x6104L,MOV             X5, #0
0x6108L,B               loc_615C
0x610cL,LDRB            W3, [X20,#0x68]
0x6110L,CMP             W6, #2
0x6114L,LDRB            W8, [X4,#0xA]
0x6118L,UBFM            X7, X3, #5, #5
0x611cL,UBFM            X8, X8, #4, #4
0x6120L,ORR             W7, W8, W7
0x6124L,BFI             W3, W7, #5, #1
0x6128L,STRB            W3, [X20,#0x68]
0x612cL,B.EQ            loc_6250
0x6130L,CMP             W6, #4
0x6134L,B.EQ            loc_6260
0x6138L,CMP             W6, #0xC
0x613cL,B.EQ            loc_61A4
0x6140L,LDR             W0, [X4,#8]
0x6144L,TST             W0, #0x3FF00
0x6148L,B.NE            loc_61A4
0x614cL,LDR             X7, [X24,#8]
0x6150L,ADD             X5, X5, #1
0x6154L,CMP             X5, X7
0x6158L,B.CS            loc_61C4
0x615cL,LDR             X4, [X1,X5,LSL#3]
0x6160L,ADD             X4, X2, X4,LSL#4
0x6164L,LDRB            W6, [X4,#8]
0x6168L,CMP             W6, #1
0x616cL,B.NE            loc_610C
0x6170L,LDR             W0, [X4,#8]
0x6174L,TST             W0, #0x3FF00
0x6178L,B.EQ            loc_6150
0x617cL,LDRB            W0, [X20,#0x68]
0x6180L,LDRB            W6, [X4,#0xA]
0x6184L,UBFM            X3, X0, #5, #5
0x6188L,UBFM            X6, X6, #4, #4
0x618cL,ORR             W3, W6, W3
0x6190L,BFI             W0, W3, #5, #1
0x6194L,STRB            W0, [X20,#0x68]
0x6198L,LDR             W0, [X4,#8]
0x619cL,TST             W0, #0x3FF00
0x61a0L,B.EQ            loc_614C
0x61a4L,LDRB            W0, [X20,#0x68]
0x61a8L,LDR             X7, [X24,#8]
0x61acL,ORR             W0, W0, #0xFFFFFF80
0x61b0L,STRB            W0, [X20,#0x68]
0x61b4L,B               loc_6150
0x61b8L,STP             XZR, XZR, [X25]
0x61bcL,STR             X1, [X25,#0x10]
0x61c0L,STR             X25, [X0,#0x50]
0x61c4L,MOV             X0, X23
0x61c8L,MOV             X1, X20
0x61ccL,MOV             X2, X19
0x61d0L,BL              register_state
0x61d4L,MOV             X4, X20
0x61d8L,CBZ             W0, loc_6080
0x61dcL,LDR             X0, [X20,#0x30]
0x6250L,ORR             W3, W3, #0x10
0x6254L,LDR             X7, [X24,#8]
0x6258L,STRB            W3, [X20,#0x68]
0x625cL,B               loc_6150
0x6260L,ORR             W3, W3, #0x40
0x6264L,LDR             X7, [X24,#8]
0x6268L,STRB            W3, [X20,#0x68]
0x626cL,B               loc_6150
0x61e0L,BL              sub_61E0
0x61e4L,LDR             X0, [X20,#0x48]
0x61e8L,BL              sub_61E8
0x61ecL,LDR             X0, [X20,#0x50]
0x61f0L,CMP             X25, X0
0x61f4L,B.EQ            loc_6208
0x61f8L,LDR             X0, [X0,#0x10]
0x61fcL,BL              sub_61FC
0x6200L,LDR             X0, [X20,#0x50]
0x6204L,BL              sub_6204
0x6208L,LDR             X0, [X20,#0x18]
0x620cL,BL              sub_620C
0x6210L,LDR             X0, [X20,#0x60]
0x6214L,BL              sub_6214
0x6218L,LDR             X0, [X20,#0x58]
0x621cL,BL              sub_621C
0x6220L,MOV             X0, X20
0x6224L,BL              sub_6224
0x6228L,MOV             W0, #0xC
0x622cL,STR             W0, [X22]
0x6230L,MOV             X4, #0
0x6234L,LDR             X25, [SP,#arg_40]
0x6238L,MOV             X0, X4
0x623cL,LDP             X19, X20, [SP,#arg_10]
0x6240L,LDP             X21, X22, [SP,#arg_20]
0x6244L,LDP             X23, X24, [SP,#arg_30]
0x6248L,LDP             X29, X30, [SP+arg_0],#0x50
0x624cL,RET
0x631cL,STP             X29, X30, [SP,#-0x10+var_90]!
0x6320L,MOV             X6, #0
0x6324L,MOV             X29, SP
0x6328L,LDR             X10, [X0,#0xC8]
0x632cL,STP             D8, D9, [SP,#0x90+var_30]
0x6330L,STP             X19, X20, [SP,#0x90+var_80]
0x6334L,STP             X21, X22, [SP,#0x90+var_70]
0x6338L,STP             X23, X24, [SP,#0x90+var_60]
0x633cL,STP             X25, X26, [SP,#0x90+var_50]
0x6340L,STP             X27, X28, [SP,#0x90+var_40]
0x6344L,STR             D10, [SP,#0x90+var_20]
0x6348L,LDR             X20, [X0,#0x98]
0x634cL,MOV             X8, X10
0x6350L,B               loc_6358
0x6354L,ADD             X6, X5, #1
0x6358L,CMP             X8, X6
0x635cL,B.LS            loc_6394
0x6360L,ADD             X5, X6, X8
0x6364L,LDR             X9, [X0,#0xD8]
0x6368L,UBFM            X5, X5, #1, #0x3F
0x636cL,ADD             X7, X5, X5,LSL#2
0x6370L,ADD             X7, X9, X7,LSL#3
0x6374L,LDR             X7, [X7,#8]
0x6378L,CMP             X2, X7
0x637cL,B.HI            loc_6354
0x6380L,CMP             X5, X6
0x6384L,ADD             X7, X5, X6
0x6388L,MOV             X8, X5
0x638cL,UBFM            X5, X7, #1, #0x3F
0x6390L,B.HI            loc_636C
0x6394L,CMP             X10, X6
0x6398L,B.HI            loc_63C4
0x639cL,MOV             W0, #0
0x63a0L,LDP             X19, X20, [SP,#0x90+var_80]
0x63a4L,LDP             D8, D9, [SP,#0x90+var_30]
0x63a8L,LDP             X21, X22, [SP,#0x90+var_70]
0x63acL,LDP             X23, X24, [SP,#0x90+var_60]
0x63b0L,LDP             X25, X26, [SP,#0x90+var_50]
0x63b4L,LDP             X27, X28, [SP,#0x90+var_40]
0x63b8L,LDR             D10, [SP,#0x90+var_20]
0x63bcL,LDP             X29, X30, [SP+0x90+var_90],#0xA0
0x63c0L,RET
0x63c4L,ADD             X22, X6, X6,LSL#2
0x63c8L,LDR             X23, [X0,#0xD8]
0x63ccL,UBFM            X5, X22, #0x3D, #0x3C
0x63d0L,ADD             X23, X23, X5
0x63d4L,FMOV            D10, X5
0x63d8L,LDR             X5, [X23,#8]
0x63dcL,CMP             X2, X5
0x63e0L,B.NE            loc_639C
0x63e4L,CMN             X6, #1
0x63e8L,B.EQ            loc_639C
0x63ecL,FMOV            S9, W4
0x63f0L,MOV             X27, X2
0x63f4L,FMOV            D8, X3
0x63f8L,MOV             X26, X1
0x63fcL,MOV             X28, X0
0x6400L,MOV             X19, #1
0x6404L,LDR             X11, [X26,#8]
0x6408L,LDR             X8, [X23]
0x640cL,SUB             X11, X11, #1
0x6410L,CMN             X11, #4
0x6414L,B.HI            loc_6594
0x6418L,MOV             X7, X11
0x641cL,MOV             X6, #0
0x6420L,CMP             X6, X7
0x6424L,LDR             X9, [X26,#0x10]
0x6428L,B.CS            loc_646C
0x642cL,ADD             X10, X7, X6
0x6430L,UBFM            X5, X10, #1, #0x3F
0x6434L,LDR             X10, [X9,X5,LSL#3]
0x6438L,CMP             X8, X10
0x643cL,B.HI            loc_6460
0x6440L,CMP             X6, X5
0x6444L,ADD             X10, X5, X6
0x6448L,MOV             X7, X5
0x644cL,UBFM            X5, X10, #1, #0x3F
0x6450L,B.CS            loc_646C
0x6454L,LDR             X3, [X9,X5,LSL#3]
0x6458L,CMP             X8, X3
0x645cL,B.LS            loc_6440
0x6460L,ADD             X6, X5, #1
0x6464L,CMP             X6, X7
0x6468L,B.CC            loc_642C
0x646cL,LDR             X0, [X9,X6,LSL#3]
0x6470L,CMP             X8, X0
0x6474L,B.NE            loc_6594
0x6478L,CMN             X6, #1
0x647cL,B.EQ            loc_6594
0x6480L,LDR             X4, [X23,#0x18]
0x6484L,LDR             X3, [X23,#0x10]
0x6488L,ADD             X4, X27, X4
0x648cL,SUB             X3, X4, X3
0x6490L,CMP             X3, X27
0x6494L,B.EQ            loc_65A4
0x6498L,UBFM            X24, X3, #0x3D, #0x3C
0x649cL,LDR             X1, [X28,#0xB8]
0x64a0L,LDR             X0, [X20,#0x18]
0x64a4L,LDR             X21, [X1,X24]
0x64a8L,LDR             X25, [X0,X8,LSL#3]
0x64acL,CBZ             X21, loc_6690
0x64b0L,LDR             X7, [X21,#0x10]
0x64b4L,SUB             X3, X7, #1
0x64b8L,CMN             X3, #4
0x64bcL,B.HI            loc_6724
0x64c0L,LDR             X0, [X21,#0x18]
0x64c4L,MOV             X6, #0
0x64c8L,B               loc_64D0
0x64ccL,ADD             X6, X5, #1
0x64d0L,CMP             X6, X3
0x64d4L,B.CS            loc_6500
0x64d8L,ADD             X1, X3, X6
0x64dcL,UBFM            X5, X1, #1, #0x3F
0x64e0L,LDR             X1, [X0,X5,LSL#3]
0x64e4L,CMP             X25, X1
0x64e8L,B.HI            loc_64CC
0x64ecL,CMP             X6, X5
0x64f0L,ADD             X1, X5, X6
0x64f4L,MOV             X3, X5
0x64f8L,UBFM            X5, X1, #1, #0x3F
0x64fcL,B.CC            loc_64E0
0x6500L,LDR             X0, [X0,X6,LSL#3]
0x6504L,CMP             X25, X0
0x6508L,B.EQ            loc_6678
0x650cL,ADD             X22, X29, #0x88
0x6510L,STR             X7, [X29,#arg_80]
0x6514L,UBFM            X0, X7, #0x3D, #0x3C
0x6518L,STR             X7, [X22]
0x65a4L,LDR             X1, [X20,#0x28]
0x65a8L,ADD             X8, X8, X8,LSL#1
0x65acL,MOV             X0, #0
0x65b0L,ADD             X8, X1, X8,LSL#3
0x65b4L,LDR             X1, [X8,#0x10]
0x65b8L,LDR             X24, [X1]
0x65bcL,B               loc_65C4
0x65c0L,ADD             X0, X3, #1
0x65c4L,CMP             X11, X0
0x65c8L,B.LS            loc_65F4
0x65ccL,ADD             X1, X0, X11
0x65d0L,UBFM            X3, X1, #1, #0x3F
0x65d4L,LDR             X1, [X9,X3,LSL#3]
0x65d8L,CMP             X24, X1
0x65dcL,B.HI            loc_65C0
0x65e0L,CMP             X0, X3
0x65e4L,ADD             X1, X3, X0
0x65e8L,MOV             X11, X3
0x65ecL,UBFM            X3, X1, #1, #0x3F
0x65f0L,B.CC            loc_65D4
0x65f4L,LDR             X1, [X9,X0,LSL#3]
0x65f8L,CMP             X24, X1
0x65fcL,B.EQ            loc_66B8
0x6600L,MOV             X0, #8
0x6604L,STR             X19, [X29,#arg_78]
0x6608L,STR             X19, [X29,#arg_80]
0x660cL,ADD             X22, X29, #0x88
0x6678L,CMN             X6, #1
0x667cL,B.EQ            loc_650C
0x6680L,ADD             X23, X23, #0x28
0x6684L,LDURB           W0, [X23,#-8]
0x6688L,CBNZ            W0, loc_6404
0x668cL,B               loc_639C
0x6690L,MOV             X0, #8
0x6694L,STR             X19, [X29,#arg_78]
0x6698L,STR             X19, [X29,#arg_80]
0x669cL,ADD             X22, X29, #0x88
0x66b8L,CMN             X0, #1
0x66bcL,B.EQ            loc_6600
0x66c0L,ADD             X23, X23, #0x28
0x66c4L,LDURB           W0, [X23,#-8]
0x66c8L,CBNZ            W0, loc_6404
0x66ccL,B               loc_639C
0x6724L,STR             X7, [X29,#arg_80]
0x6728L,ADD             X22, X29, #0x88
0x672cL,CBNZ            X7, loc_6514
0x6730L,STP             XZR, XZR, [X22]
0x6734L,MOV             W2, W7
0x6738L,STR             X7, [X29,#arg_88]
0x673cL,B               loc_653C
0x651cL,BL              sub_651C
0x6520L,STR             X0, [X22,#0x10]
0x6524L,CBZ             X0, loc_66EC
0x6528L,LDR             X2, [X21,#0x10]
0x652cL,LDR             X1, [X21,#0x18]
0x6530L,UBFM            X2, X2, #0x3D, #0x3C
0x66ecL,STR             X0, [X22,#8]
0x66f0L,MOV             W2, #0xC
0x66f4L,STR             X0, [X22]
0x66f8L,B               loc_653C
0x6534L,BL              sub_6534
0x6538L,MOV             W2, #0
0x653cL,MOV             X1, X25
0x6540L,MOV             X0, X22
0x6544L,STR             W2, [X29,#0x84]
0x6548L,BL              re_node_set_insert
0x654cL,LDR             W1, [X29,#0x84]
0x6550L,CMP             W1, WZR
0x6554L,CSET            W1, NE
0x6558L,CMP             W1, W0,UXTB
0x655cL,B.CS            loc_66D0
0x6560L,LDR             X25, [X28,#0xB8]
0x6564L,MOV             X1, X20
0x6568L,MOV             X2, X22
0x656cL,ADD             X0, X29, #0x84
0x6570L,BL              re_acquire_state
0x6574L,STR             X0, [X25,X24]
0x6578L,LDR             X0, [X22,#0x10]
0x66d0L,LDR             X0, [X22,#0x10]
0x657cL,BL              sub_657C
0x6580L,LDR             X0, [X28,#0xB8]
0x6584L,LDR             X0, [X0,X24]
0x6588L,CBNZ            X0, loc_6594
0x658cL,LDR             W0, [X29,#0x84]
0x6590L,CBNZ            W0, loc_63A0
0x6594L,ADD             X23, X23, #0x28
0x6598L,LDURB           W0, [X23,#-8]
0x659cL,CBNZ            W0, loc_6404
0x65a0L,B               loc_639C
0x6610L,BL              sub_6610
0x6614L,STR             X0, [X29,#0x98]
0x6618L,CBZ             X0, loc_670C
0x661cL,STR             X24, [X0]
0x6620L,MOV             W4, #0
0x6624L,FMOV            X2, D8
0x6628L,MOV             X1, X22
0x662cL,FMOV            W3, S9
0x6630L,MOV             X0, X20
0x6634L,STR             W4, [X29,#0x84]
0x6638L,BL              check_arrival_expand_ecl
0x663cL,MOV             W23, W0
0x6640L,MOV             X1, X22
0x6644L,MOV             X0, X26
0x6648L,BL              re_node_set_merge
0x664cL,MOV             W24, W0
0x6650L,LDR             X0, [X22,#0x10]
0x670cL,STR             X0, [X29,#0x90]
0x6710L,MOV             W4, #0xC
0x6714L,STR             X0, [X29,#0x88]
0x6718L,B               loc_6624
0x6654L,BL              sub_6654
0x6658L,LDR             W0, [X29,#0x84]
0x665cL,ORR             W2, W23, W24
0x6660L,ORR             W2, W2, W0
0x6664L,CBNZ            W2, loc_66FC
0x6668L,FMOV            X0, D10
0x666cL,LDR             X23, [X28,#0xD8]
0x6670L,ADD             X23, X23, X0
0x6674L,B               loc_6404
0x66fcL,CBNZ            W0, loc_63A0
0x6700L,CMP             W23, WZR
0x6704L,CSEL            W0, W23, W24, NE
0x6708L,B               loc_63A0
0x66a0L,BL              sub_66A0
0x66a4L,STR             X0, [X29,#0x98]
0x66a8L,CBZ             X0, loc_671C
0x66acL,STR             X25, [X0]
0x66b0L,STR             W21, [X29,#0x84]
0x66b4L,B               loc_6560
0x671cL,MOV             W0, #0xC
0x6720L,B               loc_63A0
0x66d4L,BL              sub_66D4
0x66d8L,LDR             W0, [X29,#0x84]
0x66dcL,MOV             W1, #0xC
0x66e0L,CMP             W0, WZR
0x66e4L,CSEL            W0, W0, W1, NE
0x66e8L,B               loc_63A0
0x6740L,STP             X29, X30, [SP,#-0x10+var_60]!
0x6744L,MOV             X29, SP
0x6748L,LDR             X9, [X2,#8]
0x674cL,STP             X19, X20, [SP,#0x60+var_50]
0x6750L,STP             X21, X22, [SP,#0x60+var_40]
0x6754L,STP             X23, X24, [SP,#0x60+var_30]
0x6758L,STP             X25, X26, [SP,#0x60+var_20]
0x675cL,STP             X27, X28, [SP,#0x60+var_10]
0x6760L,CBZ             X9, loc_6C3C
0x6764L,LDR             X10, [X2,#0x10]
0x6768L,ADD             X23, X9, W3,UXTW
0x676cL,UBFM            X4, X10, #3, #3
0x6770L,CMP             X4, X9
0x6774L,CSEL            X4, X4, X9, LS
0x6778L,CMP             X9, #6
0x677cL,B.HI            loc_6B40
0x6780L,LDR             X5, [X10]
0x6784L,CMP             X9, #1
0x6788L,MOV             X4, X9
0x678cL,ADD             X23, X23, X5
0x6790L,B.EQ            loc_6B98
0x6794L,LDR             X5, [X10,#8]
0x6798L,CMP             X9, #2
0x679cL,ADD             X23, X23, X5
0x67a0L,B.EQ            loc_6B98
0x67a4L,LDR             X5, [X10,#0x10]
0x67a8L,CMP             X9, #3
0x67acL,ADD             X23, X23, X5
0x67b0L,B.EQ            loc_6B98
0x67b4L,LDR             X5, [X10,#0x18]
0x67b8L,CMP             X9, #4
0x67bcL,ADD             X23, X23, X5
0x67c0L,B.EQ            loc_6B98
0x67c4L,LDR             X5, [X10,#0x20]
0x67c8L,CMP             X9, #6
0x67ccL,ADD             X23, X23, X5
0x67d0L,B.NE            loc_6C34
0x67d4L,LDR             X5, [X10,#0x28]
0x67d8L,MOV             X7, X9
0x67dcL,ADD             X23, X23, X5
0x67e0L,CMP             X9, X4
0x67e4L,B.EQ            loc_680C
0x67e8L,SUB             X8, X9, X4
0x67ecL,SUB             X5, X8, #2
0x67f0L,CMP             X8, #1
0x67f4L,UBFM            X6, X5, #1, #0x3F
0x67f8L,ADD             X6, X6, #1
0x67fcL,UBFM            X11, X6, #0x3F, #0x3E
0x6800L,B.NE            loc_6B5C
0x6804L,LDR             X4, [X10,X7,LSL#3]
0x6808L,ADD             X23, X23, X4
0x680cL,LDR             X5, [X1,#0x88]
0x6810L,LDR             X6, [X1,#0x40]
0x6814L,AND             X4, X23, X5
0x6818L,ADD             X4, X4, X4,LSL#1
0x681cL,UBFM            X4, X4, #0x3D, #0x3C
0x6820L,LDR             X7, [X6,X4]
0x6824L,ADD             X4, X6, X4
0x6828L,CBZ             X7, loc_68D0
0x682cL,LDR             X8, [X4,#0x10]
0x6830L,UBFM            X15, X9, #0x3D, #0x3C
0x6834L,MOV             X4, #0
0x6838L,B               loc_6848
0x683cL,ADD             X4, X4, #1
0x6840L,CMP             X4, X7
0x6844L,B.EQ            loc_68D0
0x6848L,LDR             X5, [X8,X4,LSL#3]
0x684cL,LDR             X6, [X5]
0x6850L,CMP             X6, X23
0x6854L,B.NE            loc_683C
0x6858L,LDRB            W6, [X5,#0x68]
0x685cL,AND             W6, W6, #0xF
0x6860L,CMP             W6, W3
0x6864L,B.NE            loc_683C
0x6868L,LDR             X12, [X5,#0x50]
0x686cL,CBZ             X12, loc_683C
0x6870L,LDR             X6, [X12,#8]
0x6874L,CMP             X9, X6
0x6878L,B.NE            loc_683C
0x687cL,SUB             X6, X15, #8
0x6880L,MOV             X11, X9
0x6884L,B               loc_68A4
0x6888L,LDR             X13, [X12,#0x10]
0x688cL,LDR             X14, [X13,X6]
0x6890L,SUB             X6, X6, #8
0x6894L,ADD             X13, X10, X6
0x6898L,LDR             X13, [X13,#8]
0x689cL,CMP             X14, X13
0x68a0L,B.NE            loc_683C
0x68a4L,SUB             X11, X11, #1
0x68a8L,CMN             X11, #3
0x68acL,B.LS            loc_6888
0x68b0L,MOV             X0, X5
0x68b4L,LDP             X19, X20, [SP,#0x60+var_50]
0x68b8L,LDP             X21, X22, [SP,#0x60+var_40]
0x68bcL,LDP             X23, X24, [SP,#0x60+var_30]
0x68c0L,LDP             X25, X26, [SP,#0x60+var_20]
