0x0L,push    rbp
0x1326aL,lea     rdx, [rbp+var_B0]
0x13271L,mov     rsi, [rbp+var_D8]
0x13278L,lea     rax, [rbp+var_94]
0x1327fL,mov     ecx, 1
0x13284L,mov     rdi, rax
0x13287L,call    re_acquire_state_context
0x1328cL,mov     [rbx], rax
0x1328fL,mov     rax, [rbp+var_18]
0x13293L,lea     rdx, ds:0[rax*8]
0x1329bL,mov     rax, [rbp+var_80]
0x1329fL,add     rax, rdx
0x132a2L,mov     rax, [rax]
0x132a5L,test    rax, rax
0x132a8L,setz    al
0x132abL,movzx   eax, al
0x132aeL,test    rax, rax
0x132b1L,jz      short loc_132CA
0x132b3L,mov     eax, [rbp+var_94]
0x132b9L,test    eax, eax
0x132bbL,setnz   al
0x132beL,movzx   eax, al
0x132c1L,test    rax, rax
0x132c4L,jnz     loc_12FFD
0x132caL,mov     rax, [rbp+var_18]
0x132ceL,lea     rdx, ds:0[rax*8]
0x132d6L,mov     rax, [rbp+var_50]
0x132daL,add     rax, rdx
0x132ddL,mov     rdx, [rax]
0x132e0L,mov     rax, [rbp+var_18]
0x132e4L,lea     rcx, ds:0[rax*8]
0x132ecL,mov     rax, [rbp+var_80]
0x132f0L,add     rax, rcx
0x132f3L,mov     rax, [rax]
0x132f6L,cmp     rdx, rax
0x132f9L,jz      short loc_13311
0x132fbL,mov     rax, [rbp+var_D8]
0x13302L,mov     eax, [rax+0B4h]
0x13308L,cmp     eax, 1
0x1330bL,jle     short loc_13311
0x1330dL,mov     [rbp+var_25], 1
0x13311L,mov     rax, [rbp+var_18]
0x13315L,lea     rdx, ds:0[rax*8]
0x1331dL,mov     rax, [rbp+var_88]
0x13324L,lea     rbx, [rdx+rax]
0x13328L,lea     rdx, [rbp+var_B0]
0x1332fL,mov     rsi, [rbp+var_D8]
0x13336L,lea     rax, [rbp+var_94]
0x1333dL,mov     ecx, 2
0x13342L,mov     rdi, rax
0x13345L,call    re_acquire_state_context
0x1334aL,mov     [rbx], rax
0x1334dL,mov     rax, [rbp+var_18]
0x13351L,lea     rdx, ds:0[rax*8]
0x13359L,mov     rax, [rbp+var_88]
0x13360L,add     rax, rdx
0x13363L,mov     rax, [rax]
0x13366L,test    rax, rax
0x13369L,setz    al
0x1336cL,movzx   eax, al
0x1336fL,test    rax, rax
0x13372L,jz      short loc_133E7
0x13374L,mov     eax, [rbp+var_94]
0x1337aL,test    eax, eax
0x1337cL,setnz   al
0x1337fL,movzx   eax, al
0x13382L,test    rax, rax
0x13385L,jz      short loc_133E7
0x13387L,jmp     loc_13004
0x1338cL,mov     rax, [rbp+var_18]
0x13390L,lea     rdx, ds:0[rax*8]
0x13398L,mov     rax, [rbp+var_80]
0x1339cL,add     rdx, rax
0x1339fL,mov     rax, [rbp+var_18]
0x133a3L,lea     rcx, ds:0[rax*8]
0x133abL,mov     rax, [rbp+var_50]
0x133afL,add     rax, rcx
0x133b2L,mov     rax, [rax]
0x133b5L,mov     [rdx], rax
0x133b8L,mov     rax, [rbp+var_18]
0x133bcL,lea     rdx, ds:0[rax*8]
0x133c4L,mov     rax, [rbp+var_88]
0x133cbL,add     rdx, rax
0x133ceL,mov     rax, [rbp+var_18]
0x133d2L,lea     rcx, ds:0[rax*8]
0x133daL,mov     rax, [rbp+var_50]
0x133deL,add     rax, rcx
0x133e1L,mov     rax, [rax]
0x133e4L,mov     [rdx], rax
0x133e7L,mov     rax, [rbp+var_18]
0x133ebL,shl     rax, 5
0x133efL,mov     rdx, rax
0x133f2L,mov     rax, [rbp+var_70]
0x133f6L,add     rdx, rax
0x133f9L,lea     rax, [rbp+var_D0]
0x13400L,mov     rsi, rdx
0x13403L,mov     rdi, rax
0x13406L,call    bitset_merge
0x1340bL,add     [rbp+var_18], 1
0x13410L,mov     rax, [rbp+var_18]
0x13414L,cmp     rax, [rbp+var_78]
0x13418L,jb      loc_130D2
0x1341eL,movzx   eax, [rbp+var_25]
0x13422L,test    rax, rax
0x13425L,jnz     loc_13586
0x1342bL,mov     esi, 100h       ; size
0x13430L,mov     edi, 8          ; nmemb
0x13435L,call    calloc
0x1343aL,mov     rdx, rax
0x1343dL,mov     rax, [rbp+var_E0]
0x13444L,mov     [rax+58h], rdx
0x13448L,mov     rax, [rbp+var_E0]
0x1344fL,mov     rax, [rax+58h]
0x13453L,mov     [rbp+var_48], rax
0x13457L,cmp     [rbp+var_48], 0
0x1345cL,setz    al
0x1345fL,movzx   eax, al
0x13462L,test    rax, rax
0x13465L,jnz     loc_13000
0x1346bL,mov     [rbp+var_18], 0
0x13473L,jmp     loc_13576
0x13478L,mov     rax, [rbp+var_18]
0x1347cL,shl     eax, 6
0x1347fL,mov     [rbp+var_24], eax
0x13482L,mov     rax, [rbp+var_18]
0x13486L,mov     rax, [rbp+rax*8+var_D0]
0x1348eL,mov     [rbp+var_30], rax
0x13492L,mov     [rbp+var_38], 1
0x1349aL,jmp     loc_13566
0x1349fL,mov     rax, [rbp+var_30]
0x134a3L,and     eax, 1
0x134a6L,test    rax, rax
0x134a9L,jz      loc_1355A
0x134afL,mov     [rbp+var_20], 0
0x134b7L,jmp     short loc_134BE
0x134b9L,add     [rbp+var_20], 1
0x134beL,mov     rax, [rbp+var_20]
0x134c2L,shl     rax, 5
0x134c6L,mov     rdx, rax
0x134c9L,mov     rax, [rbp+var_70]
0x134cdL,add     rdx, rax
0x134d0L,mov     rax, [rbp+var_18]
0x134d4L,mov     rax, [rdx+rax*8]
0x134d8L,and     rax, [rbp+var_38]
0x134dcL,test    rax, rax
0x134dfL,jz      short loc_134B9
0x134e1L,mov     rax, [rbp+var_D8]
0x134e8L,mov     rdx, [rbp+var_18]
0x134ecL,add     rdx, 16h
0x134f0L,mov     rax, [rax+rdx*8+8]
0x134f5L,and     rax, [rbp+var_38]
0x134f9L,test    rax, rax
0x134fcL,jz      short loc_1352D
0x134feL,mov     eax, [rbp+var_24]
0x13501L,cdqe
0x13503L,lea     rdx, ds:0[rax*8]
0x1350bL,mov     rax, [rbp+var_48]
0x1350fL,add     rdx, rax
0x13512L,mov     rax, [rbp+var_20]
0x13516L,lea     rcx, ds:0[rax*8]
0x1351eL,mov     rax, [rbp+var_80]
0x13522L,add     rax, rcx
0x13525L,mov     rax, [rax]
0x13528L,mov     [rdx], rax
0x1352bL,jmp     short loc_1355A
0x1352dL,mov     eax, [rbp+var_24]
0x13530L,cdqe
0x13532L,lea     rdx, ds:0[rax*8]
0x1353aL,mov     rax, [rbp+var_48]
0x1353eL,add     rdx, rax
0x13541L,mov     rax, [rbp+var_20]
0x13545L,lea     rcx, ds:0[rax*8]
0x1354dL,mov     rax, [rbp+var_50]
0x13551L,add     rax, rcx
0x13554L,mov     rax, [rax]
0x13557L,mov     [rdx], rax
0x1355aL,shl     [rbp+var_38], 1
0x1355eL,shr     [rbp+var_30], 1
0x13562L,add     [rbp+var_24], 1
0x13566L,cmp     [rbp+var_30], 0
0x1356bL,jnz     loc_1349F
0x13571L,add     [rbp+var_18], 1
0x13576L,cmp     [rbp+var_18], 3
0x1357bL,jbe     loc_13478
0x13581L,jmp     loc_136C3
0x13586L,mov     esi, 200h       ; size
0x1358bL,mov     edi, 8          ; nmemb
0x13590L,call    calloc
0x13595L,mov     rdx, rax
0x13598L,mov     rax, [rbp+var_E0]
0x1359fL,mov     [rax+60h], rdx
0x135a3L,mov     rax, [rbp+var_E0]
0x135aaL,mov     rax, [rax+60h]
0x135aeL,mov     [rbp+var_48], rax
0x135b2L,cmp     [rbp+var_48], 0
0x135b7L,setz    al
0x135baL,movzx   eax, al
0x135bdL,test    rax, rax
0x135c0L,jnz     loc_13003
0x135c6L,mov     [rbp+var_18], 0
0x135ceL,jmp     loc_136B8
0x135d3L,mov     rax, [rbp+var_18]
0x135d7L,shl     eax, 6
0x135daL,mov     [rbp+var_24], eax
0x135ddL,mov     rax, [rbp+var_18]
0x135e1L,mov     rax, [rbp+rax*8+var_D0]
0x135e9L,mov     [rbp+var_30], rax
0x135edL,mov     [rbp+var_38], 1
0x135f5L,jmp     loc_136A8
0x135faL,mov     rax, [rbp+var_30]
0x135feL,and     eax, 1
0x13601L,test    rax, rax
0x13604L,jz      loc_1369C
0x1360aL,mov     [rbp+var_20], 0
0x13612L,jmp     short loc_13619
0x13614L,add     [rbp+var_20], 1
0x13619L,mov     rax, [rbp+var_20]
0x1361dL,shl     rax, 5
0x13621L,mov     rdx, rax
0x13624L,mov     rax, [rbp+var_70]
0x13628L,add     rdx, rax
0x1362bL,mov     rax, [rbp+var_18]
0x1362fL,mov     rax, [rdx+rax*8]
0x13633L,and     rax, [rbp+var_38]
0x13637L,test    rax, rax
0x1363aL,jz      short loc_13614
0x1363cL,mov     eax, [rbp+var_24]
0x1363fL,cdqe
0x13641L,lea     rdx, ds:0[rax*8]
0x13649L,mov     rax, [rbp+var_48]
0x1364dL,add     rdx, rax
0x13650L,mov     rax, [rbp+var_20]
0x13654L,lea     rcx, ds:0[rax*8]
0x1365cL,mov     rax, [rbp+var_50]
0x13660L,add     rax, rcx
0x13663L,mov     rax, [rax]
0x13666L,mov     [rdx], rax
0x13669L,mov     eax, [rbp+var_24]
0x1366cL,cdqe
0x1366eL,add     rax, 100h
0x13674L,lea     rdx, ds:0[rax*8]
0x1367cL,mov     rax, [rbp+var_48]
0x13680L,add     rdx, rax
0x13683L,mov     rax, [rbp+var_20]
0x13687L,lea     rcx, ds:0[rax*8]
0x1368fL,mov     rax, [rbp+var_80]
0x13693L,add     rax, rcx
0x13696L,mov     rax, [rax]
0x13699L,mov     [rdx], rax
0x1369cL,shl     [rbp+var_38], 1
0x136a0L,shr     [rbp+var_30], 1
0x136a4L,add     [rbp+var_24], 1
0x136a8L,cmp     [rbp+var_30], 0
0x136adL,jnz     loc_135FA
0x136b3L,add     [rbp+var_18], 1
0x136b8L,cmp     [rbp+var_18], 3
0x136bdL,jbe     loc_135D3
0x136c3L,lea     rax, [rbp+var_D0]
0x136caL,mov     esi, 0Ah
0x136cfL,mov     rdi, rax
0x136d2L,call    bitset_contain
0x136d7L,test    al, al
0x136d9L,jz      loc_13775
0x136dfL,mov     [rbp+var_20], 0
0x136e7L,jmp     short loc_13764
0x136e9L,mov     rax, [rbp+var_20]
0x136edL,shl     rax, 5
0x136f1L,mov     rdx, rax
0x136f4L,mov     rax, [rbp+var_70]
0x136f8L,add     rax, rdx
0x136fbL,mov     esi, 0Ah
0x13700L,mov     rdi, rax
0x13703L,call    bitset_contain
0x13708L,test    al, al
0x1370aL,jz      short loc_1375F
0x1370cL,mov     rax, [rbp+var_48]
0x13710L,lea     rdx, [rax+50h]
0x13714L,mov     rax, [rbp+var_20]
0x13718L,lea     rcx, ds:0[rax*8]
0x13720L,mov     rax, [rbp+var_88]
0x13727L,add     rax, rcx
0x1372aL,mov     rax, [rax]
0x1372dL,mov     [rdx], rax
0x13730L,cmp     [rbp+var_25], 0
0x13734L,jz      short loc_13774
0x13736L,mov     rax, [rbp+var_48]
0x1373aL,lea     rdx, [rax+850h]
0x13741L,mov     rax, [rbp+var_20]
0x13745L,lea     rcx, ds:0[rax*8]
0x1374dL,mov     rax, [rbp+var_88]
0x13754L,add     rax, rcx
0x13757L,mov     rax, [rax]
0x1375aL,mov     [rdx], rax
0x1375dL,jmp     short loc_13774
0x1375fL,add     [rbp+var_20], 1
0x13764L,mov     rax, [rbp+var_20]
0x13768L,cmp     rax, [rbp+var_78]
0x1376cL,jb      loc_136E9
0x13772L,jmp     short loc_13775
0x13774L,nop
0x13775L,cmp     [rbp+var_39], 0
0x13779L,jz      short loc_13787
0x1377bL,mov     rax, [rbp+var_50]
0x1377fL,mov     rdi, rax        ; ptr
0x13782L,call    free
0x13787L,mov     rax, [rbp+var_A0]
0x1378eL,mov     rdi, rax        ; ptr
0x13791L,call    free
0x13796L,mov     [rbp+var_18], 0
0x1379eL,jmp     short loc_137CC
0x137a0L,mov     rdx, [rbp+var_18]
0x137a4L,mov     rax, rdx
0x137a7L,add     rax, rax
0x137aaL,add     rax, rdx
0x137adL,shl     rax, 3
0x137b1L,mov     rdx, rax
0x137b4L,mov     rax, [rbp+var_68]
0x137b8L,add     rax, rdx
0x137bbL,mov     rax, [rax+10h]
0x137bfL,mov     rdi, rax        ; ptr
0x137c2L,call    free
0x137c7L,add     [rbp+var_18], 1
0x137ccL,mov     rax, [rbp+var_18]
0x137d0L,cmp     rax, [rbp+var_78]
0x137d4L,jb      short loc_137A0
0x137d6L,cmp     [rbp+var_51], 0
0x137daL,jz      short loc_137E8
0x137dcL,mov     rax, [rbp+ptr]
0x137e0L,mov     rdi, rax        ; ptr
0x137e3L,call    free
0x137e8L,mov     eax, 1
0x137edL,mov     rbx, [rbp+var_8]
0x137f1L,leave
0x137f2L,retn
0x137f3L,push    rbp
0x137f4L,mov     rbp, rsp
0x137f7L,sub     rsp, 0F0h
0x137feL,mov     [rbp+var_D8], rdi
0x13805L,mov     [rbp+var_E0], rsi
0x1380cL,mov     [rbp+var_E8], rdx
0x13813L,mov     [rbp+var_F0], rcx
0x1381aL,mov     rax, [rbp+var_E0]
0x13821L,add     rax, 8
0x13825L,mov     [rbp+var_50], rax
0x13829L,lea     rax, [rbp+s]
0x13830L,mov     rdi, rax
0x13833L,call    bitset_empty
0x13838L,mov     [rbp+var_20], 0
0x13840L,mov     [rbp+var_8], 0
0x13848L,jmp     loc_1402E
0x1384dL,mov     rax, [rbp+var_D8]
0x13854L,mov     rdx, [rax]
0x13857L,mov     rax, [rbp+var_50]
0x1385bL,mov     rax, [rax+10h]
0x1385fL,mov     rcx, [rbp+var_8]
0x13863L,shl     rcx, 3
0x13867L,add     rax, rcx
0x1386aL,mov     rax, [rax]
0x1386dL,shl     rax, 4
0x13871L,add     rax, rdx
0x13874L,mov     [rbp+var_58], rax
0x13878L,mov     rax, [rbp+var_58]
0x1387cL,movzx   eax, byte ptr [rax+8]
0x13880L,movzx   eax, al
0x13883L,mov     [rbp+var_5C], eax
0x13886L,mov     rax, [rbp+var_58]
0x1388aL,mov     eax, [rax+8]
0x1388dL,shr     eax, 8
0x13890L,and     ax, 3FFh
0x13894L,movzx   eax, ax
0x13897L,mov     [rbp+var_60], eax
0x1389aL,cmp     [rbp+var_5C], 1
0x1389eL,jnz     short loc_138C1
0x138a0L,mov     rax, [rbp+var_58]
0x138a4L,movzx   eax, byte ptr [rax]
0x138a7L,movzx   edx, al
0x138aaL,lea     rax, [rbp+s]
0x138b1L,mov     rsi, rdx
0x138b4L,mov     rdi, rax
0x138b7L,call    bitset_set
0x138bcL,jmp     loc_13A04
0x138c1L,cmp     [rbp+var_5C], 3
0x138c5L,jnz     short loc_138E5
0x138c7L,mov     rax, [rbp+var_58]
0x138cbL,mov     rdx, [rax]
0x138ceL,lea     rax, [rbp+s]
0x138d5L,mov     rsi, rdx
0x138d8L,mov     rdi, rax
0x138dbL,call    bitset_merge
0x138e0L,jmp     loc_13A04
0x138e5L,cmp     [rbp+var_5C], 5
0x138e9L,jnz     loc_1398B
0x138efL,mov     rax, [rbp+var_D8]
0x138f6L,mov     eax, [rax+0B4h]
0x138fcL,cmp     eax, 1
0x138ffL,jle     short loc_13920
0x13901L,mov     rax, [rbp+var_D8]
0x13908L,mov     rdx, [rax+78h]
0x1390cL,lea     rax, [rbp+s]
0x13913L,mov     rsi, rdx
0x13916L,mov     rdi, rax
0x13919L,call    bitset_merge
0x1391eL,jmp     short loc_1392F
0x13920L,lea     rax, [rbp+s]
0x13927L,mov     rdi, rax
0x1392aL,call    bitset_set_all
0x1392fL,mov     rax, [rbp+var_D8]
0x13936L,mov     rax, [rax+0D8h]
0x1393dL,and     eax, 40h
0x13940L,test    rax, rax
0x13943L,jnz     short loc_13959
0x13945L,lea     rax, [rbp+s]
0x1394cL,mov     esi, 0Ah
0x13951L,mov     rdi, rax
0x13954L,call    bitset_clear
0x13959L,mov     rax, [rbp+var_D8]
0x13960L,mov     rax, [rax+0D8h]
0x13967L,and     eax, 80h
0x1396cL,test    rax, rax
0x1396fL,jz      loc_13A04
0x13975L,lea     rax, [rbp+s]
0x1397cL,mov     esi, 0
0x13981L,mov     rdi, rax
0x13984L,call    bitset_clear
0x13989L,jmp     short loc_13A04
0x1398bL,cmp     [rbp+var_5C], 7
0x1398fL,jnz     loc_1401F
0x13995L,lea     rax, [rbp+s]
0x1399cL,mov     edx, 10h        ; n
0x139a1L,mov     esi, 0FFFFFFFFh ; c
0x139a6L,mov     rdi, rax        ; s
0x139a9L,call    memset
0x139aeL,mov     rax, [rbp+var_D8]
0x139b5L,mov     rax, [rax+0D8h]
0x139bcL,and     eax, 40h
0x139bfL,test    rax, rax
0x139c2L,jnz     short loc_139D8
0x139c4L,lea     rax, [rbp+s]
0x139cbL,mov     esi, 0Ah
0x139d0L,mov     rdi, rax
0x139d3L,call    bitset_clear
0x139d8L,mov     rax, [rbp+var_D8]
0x139dfL,mov     rax, [rax+0D8h]
0x139e6L,and     eax, 80h
0x139ebL,test    rax, rax
0x139eeL,jz      short loc_13A04
0x139f0L,lea     rax, [rbp+s]
0x139f7L,mov     esi, 0
0x139fcL,mov     rdi, rax
0x139ffL,call    bitset_clear
0x13a04L,cmp     [rbp+var_60], 0
0x13a08L,jz      loc_13CCD
0x13a0eL,mov     eax, [rbp+var_60]
0x13a11L,and     eax, 20h
0x13a14L,test    eax, eax
0x13a16L,jz      short loc_13A5C
0x13a18L,lea     rax, [rbp+s]
0x13a1fL,mov     esi, 0Ah
0x13a24L,mov     rdi, rax
0x13a27L,call    bitset_contain
0x13a2cL,mov     [rbp+var_61], al
0x13a2fL,lea     rax, [rbp+s]
0x13a36L,mov     rdi, rax
0x13a39L,call    bitset_empty
0x13a3eL,cmp     [rbp+var_61], 0
0x13a42L,jz      loc_14022
0x13a48L,lea     rax, [rbp+s]
0x13a4fL,mov     esi, 0Ah
0x13a54L,mov     rdi, rax
0x13a57L,call    bitset_set
0x13a5cL,mov     eax, [rbp+var_60]
0x13a5fL,and     eax, 80h
0x13a64L,test    eax, eax
0x13a66L,jz      short loc_13A7C
0x13a68L,lea     rax, [rbp+s]
0x13a6fL,mov     rdi, rax
0x13a72L,call    bitset_empty
0x13a77L,jmp     loc_14029
0x13a7cL,mov     eax, [rbp+var_60]
0x13a7fL,and     eax, 4
0x13a82L,test    eax, eax
0x13a84L,jz      loc_13BA3
0x13a8aL,mov     [rbp+var_28], 0
0x13a92L,cmp     [rbp+var_5C], 1
0x13a96L,jnz     short loc_13ABB
0x13a98L,mov     rax, [rbp+var_58]
0x13a9cL,movzx   eax, byte ptr [rax+0Ah]
0x13aa0L,and     eax, 40h
0x13aa3L,test    al, al
0x13aa5L,jnz     short loc_13ABB
0x13aa7L,lea     rax, [rbp+s]
0x13aaeL,mov     rdi, rax
0x13ab1L,call    bitset_empty
0x13ab6L,jmp     loc_14029
0x13abbL,mov     rax, [rbp+var_D8]
0x13ac2L,mov     eax, [rax+0B4h]
0x13ac8L,cmp     eax, 1
0x13acbL,jle     short loc_13B43
0x13acdL,mov     [rbp+var_10], 0
0x13ad5L,jmp     short loc_13B3A
0x13ad7L,mov     rax, [rbp+var_10]
0x13adbL,mov     rdx, [rbp+rax*8+s]
0x13ae3L,mov     rax, [rbp+var_D8]
0x13aeaL,mov     rcx, [rbp+var_10]
0x13aeeL,add     rcx, 16h
0x13af2L,mov     rcx, [rax+rcx*8+8]
0x13af7L,mov     rax, [rbp+var_D8]
0x13afeL,mov     rax, [rax+78h]
0x13b02L,mov     rsi, [rbp+var_10]
0x13b06L,shl     rsi, 3
0x13b0aL,add     rax, rsi
0x13b0dL,mov     rax, [rax]
0x13b10L,not     rax
0x13b13L,or      rax, rcx
0x13b16L,and     rdx, rax
0x13b19L,mov     rax, [rbp+var_10]
0x13b1dL,mov     [rbp+rax*8+s], rdx
0x13b25L,mov     rax, [rbp+var_10]
0x13b29L,mov     rax, [rbp+rax*8+s]
0x13b31L,or      [rbp+var_28], rax
0x13b35L,add     [rbp+var_10], 1
0x13b3aL,cmp     [rbp+var_10], 3
0x13b3fL,jbe     short loc_13AD7
0x13b41L,jmp     short loc_13B98
0x13b43L,mov     [rbp+var_10], 0
0x13b4bL,jmp     short loc_13B91
0x13b4dL,mov     rax, [rbp+var_10]
0x13b51L,mov     rdx, [rbp+rax*8+s]
0x13b59L,mov     rax, [rbp+var_D8]
0x13b60L,mov     rcx, [rbp+var_10]
0x13b64L,add     rcx, 16h
0x13b68L,mov     rax, [rax+rcx*8+8]
0x13b6dL,and     rdx, rax
0x13b70L,mov     rax, [rbp+var_10]
0x13b74L,mov     [rbp+rax*8+s], rdx
0x13b7cL,mov     rax, [rbp+var_10]
0x13b80L,mov     rax, [rbp+rax*8+s]
0x13b88L,or      [rbp+var_28], rax
0x13b8cL,add     [rbp+var_10], 1
0x13b91L,cmp     [rbp+var_10], 3
0x13b96L,jbe     short loc_13B4D
0x13b98L,cmp     [rbp+var_28], 0
0x13b9dL,jz      loc_14025
0x13ba3L,mov     eax, [rbp+var_60]
0x13ba6L,and     eax, 8
0x13ba9L,test    eax, eax
0x13babL,jz      loc_13CCD
0x13bb1L,mov     [rbp+var_30], 0
0x13bb9L,cmp     [rbp+var_5C], 1
0x13bbdL,jnz     short loc_13BE2
0x13bbfL,mov     rax, [rbp+var_58]
0x13bc3L,movzx   eax, byte ptr [rax+0Ah]
0x13bc7L,and     eax, 40h
0x13bcaL,test    al, al
0x13bccL,jz      short loc_13BE2
0x13bceL,lea     rax, [rbp+s]
0x13bd5L,mov     rdi, rax
0x13bd8L,call    bitset_empty
0x13bddL,jmp     loc_14029
0x13be2L,mov     rax, [rbp+var_D8]
0x13be9L,mov     eax, [rax+0B4h]
0x13befL,cmp     eax, 1
0x13bf2L,jle     short loc_13C6A
0x13bf4L,mov     [rbp+var_10], 0
0x13bfcL,jmp     short loc_13C61
0x13bfeL,mov     rax, [rbp+var_10]
0x13c02L,mov     rdx, [rbp+rax*8+s]
0x13c0aL,mov     rax, [rbp+var_D8]
0x13c11L,mov     rcx, [rbp+var_10]
0x13c15L,add     rcx, 16h
0x13c19L,mov     rcx, [rax+rcx*8+8]
0x13c1eL,mov     rax, [rbp+var_D8]
0x13c25L,mov     rax, [rax+78h]
0x13c29L,mov     rsi, [rbp+var_10]
0x13c2dL,shl     rsi, 3
0x13c31L,add     rax, rsi
0x13c34L,mov     rax, [rax]
0x13c37L,and     rax, rcx
0x13c3aL,not     rax
0x13c3dL,and     rdx, rax
0x13c40L,mov     rax, [rbp+var_10]
0x13c44L,mov     [rbp+rax*8+s], rdx
0x13c4cL,mov     rax, [rbp+var_10]
0x13c50L,mov     rax, [rbp+rax*8+s]
0x13c58L,or      [rbp+var_30], rax
0x13c5cL,add     [rbp+var_10], 1
0x13c61L,cmp     [rbp+var_10], 3
0x13c66L,jbe     short loc_13BFE
0x13c68L,jmp     short loc_13CC2
0x13c6aL,mov     [rbp+var_10], 0
0x13c72L,jmp     short loc_13CBB
0x13c74L,mov     rax, [rbp+var_10]
0x13c78L,mov     rdx, [rbp+rax*8+s]
0x13c80L,mov     rax, [rbp+var_D8]
0x13c87L,mov     rcx, [rbp+var_10]
0x13c8bL,add     rcx, 16h
0x13c8fL,mov     rax, [rax+rcx*8+8]
0x13c94L,not     rax
0x13c97L,and     rdx, rax
0x13c9aL,mov     rax, [rbp+var_10]
0x13c9eL,mov     [rbp+rax*8+s], rdx
0x13ca6L,mov     rax, [rbp+var_10]
0x13caaL,mov     rax, [rbp+rax*8+s]
0x13cb2L,or      [rbp+var_30], rax
0x13cb6L,add     [rbp+var_10], 1
0x13cbbL,cmp     [rbp+var_10], 3
0x13cc0L,jbe     short loc_13C74
0x13cc2L,cmp     [rbp+var_30], 0
0x13cc7L,jz      loc_14028
0x13ccdL,mov     [rbp+var_10], 0
0x13cd5L,jmp     loc_13F72
0x13cdaL,cmp     [rbp+var_5C], 1
0x13cdeL,jnz     short loc_13D15
0x13ce0L,mov     rax, [rbp+var_58]
0x13ce4L,movzx   eax, byte ptr [rax]
0x13ce7L,movzx   eax, al
0x13ceaL,mov     rdx, [rbp+var_10]
0x13ceeL,mov     rcx, rdx
0x13cf1L,shl     rcx, 5
0x13cf5L,mov     rdx, [rbp+var_F0]
0x13cfcL,add     rdx, rcx
0x13cffL,mov     rsi, rax
0x13d02L,mov     rdi, rdx
0x13d05L,call    bitset_contain
0x13d0aL,xor     eax, 1
0x13d0dL,test    al, al
0x13d0fL,jnz     loc_13F69
0x13d15L,mov     [rbp+var_38], 0
0x13d1dL,mov     [rbp+var_18], 0
0x13d25L,jmp     short loc_13D74
0x13d27L,mov     rax, [rbp+var_18]
0x13d2bL,mov     rdx, [rbp+rax*8+s]
0x13d33L,mov     rax, [rbp+var_10]
0x13d37L,shl     rax, 5
0x13d3bL,mov     rcx, rax
0x13d3eL,mov     rax, [rbp+var_F0]
0x13d45L,add     rcx, rax
0x13d48L,mov     rax, [rbp+var_18]
0x13d4cL,mov     rax, [rcx+rax*8]
0x13d50L,and     rdx, rax
0x13d53L,mov     rax, [rbp+var_18]
0x13d57L,mov     [rbp+rax*8+var_D0], rdx
0x13d5fL,mov     rax, [rbp+var_18]
0x13d63L,mov     rax, [rbp+rax*8+var_D0]
0x13d6bL,or      [rbp+var_38], rax
0x13d6fL,add     [rbp+var_18], 1
0x13d74L,cmp     [rbp+var_18], 3
0x13d79L,jbe     short loc_13D27
0x13d7bL,cmp     [rbp+var_38], 0
0x13d80L,jz      loc_13F6C
0x13d86L,mov     [rbp+var_48], 0
0x13d8eL,mov     rax, [rbp+var_48]
0x13d92L,mov     [rbp+var_40], rax
0x13d96L,mov     [rbp+var_18], 0
0x13d9eL,jmp     loc_13E44
0x13da3L,mov     rax, [rbp+var_18]
0x13da7L,mov     rax, [rbp+rax*8+s]
0x13dafL,not     rax
0x13db2L,mov     rcx, rax
0x13db5L,mov     rax, [rbp+var_10]
0x13db9L,shl     rax, 5
0x13dbdL,mov     rdx, rax
0x13dc0L,mov     rax, [rbp+var_F0]
0x13dc7L,add     rdx, rax
0x13dcaL,mov     rax, [rbp+var_18]
0x13dceL,mov     rax, [rdx+rax*8]
0x13dd2L,and     rcx, rax
0x13dd5L,mov     rdx, rcx
0x13dd8L,mov     rax, [rbp+var_18]
0x13ddcL,mov     [rbp+rax*8+var_B0], rdx
0x13de4L,mov     rax, [rbp+var_18]
0x13de8L,mov     rax, [rbp+rax*8+var_B0]
0x13df0L,or      [rbp+var_40], rax
0x13df4L,mov     rax, [rbp+var_18]
0x13df8L,mov     rdx, [rbp+rax*8+s]
0x13e00L,mov     rax, [rbp+var_10]
0x13e04L,shl     rax, 5
0x13e08L,mov     rcx, rax
0x13e0bL,mov     rax, [rbp+var_F0]
0x13e12L,add     rcx, rax
0x13e15L,mov     rax, [rbp+var_18]
0x13e19L,mov     rax, [rcx+rax*8]
0x13e1dL,not     rax
0x13e20L,and     rdx, rax
0x13e23L,mov     rax, [rbp+var_18]
0x13e27L,mov     [rbp+rax*8+s], rdx
0x13e2fL,mov     rax, [rbp+var_18]
0x13e33L,mov     rax, [rbp+rax*8+s]
0x13e3bL,or      [rbp+var_48], rax
0x13e3fL,add     [rbp+var_18], 1
0x13e44L,cmp     [rbp+var_18], 3
0x13e49L,jbe     loc_13DA3
0x13e4fL,cmp     [rbp+var_40], 0
0x13e54L,jz      loc_13F0B
0x13e5aL,mov     rax, [rbp+var_20]
0x13e5eL,shl     rax, 5
0x13e62L,mov     rdx, rax
0x13e65L,mov     rax, [rbp+var_F0]
0x13e6cL,add     rdx, rax
0x13e6fL,lea     rax, [rbp+var_B0]
0x13e76L,mov     rsi, rax
0x13e79L,mov     rdi, rdx
0x13e7cL,call    bitset_copy
0x13e81L,mov     rax, [rbp+var_10]
0x13e85L,shl     rax, 5
