0x8000000L,mov     eax, [esp+mode]
0x8002c7fL,shrd    edx, edi, 12h
0x8002c83L,shrd    ecx, esi, 12h
0x8002c87L,mov     ebx, ecx
0x8002c89L,mov     eax, esi
0x8002c8bL,mov     ecx, edx
0x8002c8dL,mov     edx, edi
0x8002c8fL,shrd    eax, edx, 0Eh
0x8002c93L,shrd    edx, esi, 0Eh
0x8002c97L,xor     ebx, edx
0x8002c99L,xor     ecx, eax
0x8002c9bL,mov     edx, [esp+0F34h+var_EC8]
0x8002c9fL,mov     eax, [esp+0F34h+var_ECC]
0x8002ca3L,mov     edi, eax
0x8002ca5L,mov     esi, [esp+0F34h+var_F04]
0x8002ca9L,shld    eax, edx, 17h
0x8002cadL,xor     ecx, eax
0x8002cafL,mov     eax, [esp+0F34h+var_F24]
0x8002cb3L,shld    edx, edi, 17h
0x8002cb7L,mov     [esp+0F34h+var_B44], ecx
0x8002cbeL,mov     ecx, ebx
0x8002cc0L,xor     ecx, edx
0x8002cc2L,add     eax, [esp+0F34h+var_B44]
0x8002cc9L,mov     [esp+0F34h+var_B40], ecx
0x8002cd0L,mov     edx, [esp+0F34h+var_F20]
0x8002cd4L,adc     edx, [esp+0F34h+var_B40]
0x8002cdbL,mov     [esp+0F34h+var_F24], eax
0x8002cdfL,mov     [esp+0F34h+var_F20], edx
0x8002ce3L,mov     edx, [esp+0F34h+var_F1C]
0x8002ce7L,add     edx, [esp+0F34h+var_F24]
0x8002cebL,mov     ecx, [esp+0F34h+var_F18]
0x8002cefL,adc     ecx, [esp+0F34h+var_F20]
0x8002cf3L,mov     [esp+0F34h+var_EE4], edx
0x8002cf7L,mov     [esp+0F34h+var_EE0], ecx
0x8002cfbL,mov     edx, esi
0x8002cfdL,mov     ecx, [esp+0F34h+var_F0C]
0x8002d01L,mov     edi, [esp+0F34h+var_F00]
0x8002d05L,or      edx, ecx
0x8002d07L,mov     eax, [esp+0F34h+var_F08]
0x8002d0bL,mov     ecx, [esp+0F34h+var_F14]
0x8002d0fL,or      eax, edi
0x8002d11L,and     edx, ecx
0x8002d13L,mov     ecx, [esp+0F34h+var_F10]
0x8002d17L,and     eax, ecx
0x8002d19L,mov     ecx, [esp+0F34h+var_F0C]
0x8002d1dL,and     ecx, esi
0x8002d1fL,mov     ebx, ecx
0x8002d21L,mov     ecx, [esp+0F34h+var_F08]
0x8002d25L,or      edx, ebx
0x8002d27L,and     ecx, edi
0x8002d29L,mov     [esp+0F34h+var_B3C], edx
0x8002d30L,mov     edx, eax
0x8002d32L,or      edx, ecx
0x8002d34L,mov     ecx, edi
0x8002d36L,mov     [esp+0F34h+var_B38], edx
0x8002d3dL,mov     edx, esi
0x8002d3fL,shld    edx, edi, 1Eh
0x8002d43L,shld    ecx, esi, 1Eh
0x8002d47L,mov     [esp+0F34h+var_F1C], edx
0x8002d4bL,mov     [esp+0F34h+var_F18], ecx
0x8002d4fL,mov     eax, esi
0x8002d51L,mov     ecx, [esp+0F34h+var_F1C]
0x8002d55L,shrd    eax, edi, 1Ch
0x8002d59L,mov     edx, edi
0x8002d5bL,mov     edi, ecx
0x8002d5dL,shrd    edx, esi, 1Ch
0x8002d61L,xor     edi, eax
0x8002d63L,mov     ebx, [esp+0F34h+var_F18]
0x8002d67L,mov     eax, [esp+0F34h+var_F04]
0x8002d6bL,xor     ebx, edx
0x8002d6dL,mov     ecx, eax
0x8002d6fL,mov     edx, [esp+0F34h+var_F00]
0x8002d73L,shld    eax, edx, 19h
0x8002d77L,shld    edx, ecx, 19h
0x8002d7bL,mov     ecx, edi
0x8002d7dL,xor     ecx, eax
0x8002d7fL,mov     [esp+0F34h+var_B34], ecx
0x8002d86L,mov     ecx, ebx
0x8002d88L,xor     ecx, edx
0x8002d8aL,mov     edx, [esp+0F34h+var_B3C]
0x8002d91L,add     edx, [esp+0F34h+var_B34]
0x8002d98L,mov     [esp+0F34h+var_B30], ecx
0x8002d9fL,mov     eax, edx
0x8002da1L,mov     ecx, [esp+0F34h+var_B38]
0x8002da8L,adc     ecx, [esp+0F34h+var_B30]
0x8002dafL,mov     edx, eax
0x8002db1L,add     edx, [esp+0F34h+var_F24]
0x8002db5L,mov     eax, [esp+0F34h+var_E5C]
0x8002dbcL,adc     ecx, [esp+0F34h+var_F20]
0x8002dc0L,mov     [esp+0F34h+var_EFC], edx
0x8002dc4L,mov     edx, [esp+0F34h+var_E64]
0x8002dcbL,mov     [esp+0F34h+var_EF8], ecx
0x8002dcfL,add     edx, [esp+0F34h+var_EC4]
0x8002dd3L,mov     ecx, [esp+0F34h+var_E60]
0x8002ddaL,adc     ecx, [esp+0F34h+var_EC0]
0x8002ddeL,mov     [esp+0F34h+var_F24], edx
0x8002de2L,mov     edx, [esp+0F34h+var_E58]
0x8002de9L,mov     edi, eax
0x8002debL,mov     [esp+0F34h+var_F20], ecx
0x8002defL,mov     ebx, edx
0x8002df1L,mov     ecx, eax
0x8002df3L,shrd    ecx, edx, 8
0x8002df7L,shrd    ebx, eax, 8
0x8002dfbL,shrd    eax, edx, 1
0x8002dffL,shrd    edx, edi, 1
0x8002e03L,xor     ebx, edx
0x8002e05L,xor     ecx, eax
0x8002e07L,mov     edx, [esp+0F34h+var_E58]
0x8002e0eL,mov     eax, [esp+0F34h+var_E5C]
0x8002e15L,shrd    eax, edx, 7
0x8002e19L,shr     edx, 7
0x8002e1cL,xor     ecx, eax
0x8002e1eL,mov     [esp+0F34h+var_B2C], ecx
0x8002e25L,mov     eax, [esp+0F34h+var_F24]
0x8002e29L,mov     ecx, ebx
0x8002e2bL,xor     ecx, edx
0x8002e2dL,add     eax, [esp+0F34h+var_B2C]
0x8002e34L,mov     [esp+0F34h+var_B28], ecx
0x8002e3bL,mov     edx, [esp+0F34h+var_F20]
0x8002e3fL,adc     edx, [esp+0F34h+var_B28]
0x8002e46L,mov     [esp+0F34h+var_F24], eax
0x8002e4aL,mov     [esp+0F34h+var_F20], edx
0x8002e4eL,mov     eax, [esp+0F34h+var_E74]
0x8002e55L,mov     edx, [esp+0F34h+var_E70]
0x8002e5cL,mov     edi, eax
0x8002e5eL,mov     ecx, eax
0x8002e60L,mov     ebx, edx
0x8002e62L,shld    ecx, edx, 3
0x8002e66L,shld    ebx, eax, 3
0x8002e6aL,shrd    eax, edx, 13h
0x8002e6eL,shrd    edx, edi, 13h
0x8002e72L,xor     ecx, eax
0x8002e74L,xor     ebx, edx
0x8002e76L,mov     eax, [esp+0F34h+var_E74]
0x8002e7dL,mov     edx, [esp+0F34h+var_E70]
0x8002e84L,shrd    eax, edx, 6
0x8002e88L,shr     edx, 6
0x8002e8bL,xor     ecx, eax
0x8002e8dL,xor     ebx, edx
0x8002e8fL,mov     [esp+0F34h+var_B24], ecx
0x8002e96L,mov     [esp+0F34h+var_B20], ebx
0x8002e9dL,mov     ebx, [esp+0F34h+var_F24]
0x8002ea1L,add     ebx, [esp+0F34h+var_B24]
0x8002ea8L,mov     esi, [esp+0F34h+var_F20]
0x8002eacL,adc     esi, [esp+0F34h+var_B20]
0x8002eb3L,mov     [esp+0F34h+var_E64], ebx
0x8002ebaL,add     ebx, 6EA6E483h
0x8002ec0L,mov     [esp+0F34h+var_E60], esi
0x8002ec7L,adc     esi, 4A7484AAh
0x8002ecdL,mov     ecx, [esp+0F34h+var_ED4]
0x8002ed1L,mov     edi, esi
0x8002ed3L,mov     esi, ebx
0x8002ed5L,add     esi, [esp+0F34h+var_EDC]
0x8002ed9L,mov     ebx, [esp+0F34h+var_ED0]
0x8002eddL,mov     edx, [esp+0F34h+var_ECC]
0x8002ee1L,mov     eax, [esp+0F34h+var_EC8]
0x8002ee5L,adc     edi, [esp+0F34h+var_ED8]
0x8002ee9L,xor     edx, ecx
0x8002eebL,xor     eax, ebx
0x8002eedL,mov     ebx, [esp+0F34h+var_EE4]
0x8002ef1L,and     edx, ebx
0x8002ef3L,mov     ebx, [esp+0F34h+var_EE0]
0x8002ef7L,xor     edx, ecx
0x8002ef9L,and     eax, ebx
0x8002efbL,mov     [esp+0F34h+var_B1C], edx
0x8002f02L,mov     edx, [esp+0F34h+var_ED0]
0x8002f06L,xor     edx, eax
0x8002f08L,mov     [esp+0F34h+var_B18], edx
0x8002f0fL,add     esi, [esp+0F34h+var_B1C]
0x8002f16L,adc     edi, [esp+0F34h+var_B18]
0x8002f1dL,mov     [esp+0F34h+var_F24], esi
0x8002f21L,mov     [esp+0F34h+var_F20], edi
0x8002f25L,mov     esi, [esp+0F34h+var_EE4]
0x8002f29L,mov     edi, [esp+0F34h+var_EE0]
0x8002f2dL,mov     edx, esi
0x8002f2fL,mov     ecx, edi
0x8002f31L,mov     eax, esi
0x8002f33L,shrd    edx, edi, 12h
0x8002f37L,shrd    ecx, esi, 12h
0x8002f3bL,mov     ebx, ecx
0x8002f3dL,mov     ecx, edx
0x8002f3fL,mov     edx, edi
0x8002f41L,shrd    eax, edx, 0Eh
0x8002f45L,shrd    edx, esi, 0Eh
0x8002f49L,xor     ebx, edx
0x8002f4bL,xor     ecx, eax
0x8002f4dL,mov     edx, [esp+0F34h+var_EE0]
0x8002f51L,mov     eax, [esp+0F34h+var_EE4]
0x8002f55L,mov     edi, eax
0x8002f57L,mov     esi, [esp+0F34h+var_F24]
0x8002f5bL,shld    eax, edx, 17h
0x8002f5fL,xor     ecx, eax
0x8002f61L,mov     eax, [esp+0F34h+var_F00]
0x8002f65L,shld    edx, edi, 17h
0x8002f69L,mov     [esp+0F34h+var_B14], ecx
0x8002f70L,mov     ecx, ebx
0x8002f72L,xor     ecx, edx
0x8002f74L,add     esi, [esp+0F34h+var_B14]
0x8002f7bL,mov     [esp+0F34h+var_B10], ecx
0x8002f82L,mov     edi, [esp+0F34h+var_F20]
0x8002f86L,adc     edi, [esp+0F34h+var_B10]
0x8002f8dL,mov     edx, [esp+0F34h+var_F14]
0x8002f91L,add     edx, esi
0x8002f93L,mov     ecx, [esp+0F34h+var_F10]
0x8002f97L,adc     ecx, edi
0x8002f99L,mov     [esp+0F34h+var_F24], esi
0x8002f9dL,mov     esi, [esp+0F34h+var_EFC]
0x8002fa1L,mov     [esp+0F34h+var_EDC], edx
0x8002fa5L,mov     [esp+0F34h+var_ED8], ecx
0x8002fa9L,mov     edx, esi
0x8002fabL,mov     ecx, [esp+0F34h+var_F04]
0x8002fafL,mov     [esp+0F34h+var_F20], edi
0x8002fb3L,or      edx, ecx
0x8002fb5L,mov     edi, [esp+0F34h+var_EF8]
0x8002fb9L,mov     ecx, [esp+0F34h+var_F0C]
0x8002fbdL,or      eax, edi
0x8002fbfL,and     edx, ecx
0x8002fc1L,mov     ecx, [esp+0F34h+var_F08]
0x8002fc5L,and     eax, ecx
0x8002fc7L,mov     ecx, [esp+0F34h+var_F04]
0x8002fcbL,and     ecx, esi
0x8002fcdL,mov     ebx, ecx
0x8002fcfL,mov     ecx, [esp+0F34h+var_F00]
0x8002fd3L,or      edx, ebx
0x8002fd5L,and     ecx, edi
0x8002fd7L,mov     [esp+0F34h+var_B0C], edx
0x8002fdeL,mov     edx, eax
0x8002fe0L,or      edx, ecx
0x8002fe2L,mov     ecx, edi
0x8002fe4L,mov     [esp+0F34h+var_B08], edx
0x8002febL,mov     edx, esi
0x8002fedL,shld    edx, edi, 1Eh
0x8002ff1L,shld    ecx, esi, 1Eh
0x8002ff5L,mov     [esp+0F34h+var_F1C], edx
0x8002ff9L,mov     eax, esi
0x8002ffbL,mov     [esp+0F34h+var_F18], ecx
0x8002fffL,mov     ecx, [esp+0F34h+var_F1C]
0x8003003L,shrd    eax, edi, 1Ch
0x8003007L,mov     edx, edi
0x8003009L,mov     edi, ecx
0x800300bL,shrd    edx, esi, 1Ch
0x800300fL,xor     edi, eax
0x8003011L,mov     ebx, [esp+0F34h+var_F18]
0x8003015L,mov     eax, [esp+0F34h+var_EFC]
0x8003019L,xor     ebx, edx
0x800301bL,mov     ecx, eax
0x800301dL,mov     edx, [esp+0F34h+var_EF8]
0x8003021L,shld    eax, edx, 19h
0x8003025L,shld    edx, ecx, 19h
0x8003029L,mov     ecx, edi
0x800302bL,xor     ecx, eax
0x800302dL,mov     [esp+0F34h+var_B04], ecx
0x8003034L,mov     ecx, ebx
0x8003036L,xor     ecx, edx
0x8003038L,mov     edx, [esp+0F34h+var_B0C]
0x800303fL,add     edx, [esp+0F34h+var_B04]
0x8003046L,mov     [esp+0F34h+var_B00], ecx
0x800304dL,mov     eax, edx
0x800304fL,mov     ecx, [esp+0F34h+var_B08]
0x8003056L,adc     ecx, [esp+0F34h+var_B00]
0x800305dL,mov     edx, eax
0x800305fL,add     edx, [esp+0F34h+var_F24]
0x8003063L,mov     eax, [esp+0F34h+var_E54]
0x800306aL,adc     ecx, [esp+0F34h+var_F20]
0x800306eL,mov     [esp+0F34h+var_EF4], edx
0x8003072L,mov     edx, [esp+0F34h+var_E5C]
0x8003079L,mov     [esp+0F34h+var_EF0], ecx
0x800307dL,add     edx, [esp+0F34h+var_EEC]
0x8003081L,mov     ecx, [esp+0F34h+var_E58]
0x8003088L,adc     ecx, [esp+0F34h+var_EE8]
0x800308cL,mov     [esp+0F34h+var_F24], edx
0x8003090L,mov     edx, [esp+0F34h+var_E50]
0x8003097L,mov     [esp+0F34h+var_F20], ecx
0x800309bL,mov     edi, eax
0x800309dL,mov     ecx, eax
0x800309fL,mov     ebx, edx
0x80030a1L,shrd    ecx, edx, 8
0x80030a5L,shrd    ebx, eax, 8
0x80030a9L,shrd    eax, edx, 1
0x80030adL,shrd    edx, edi, 1
0x80030b1L,xor     ecx, eax
0x80030b3L,xor     ebx, edx
0x80030b5L,mov     eax, [esp+0F34h+var_E54]
0x80030bcL,mov     edx, [esp+0F34h+var_E50]
0x80030c3L,shrd    eax, edx, 7
0x80030c7L,shr     edx, 7
0x80030caL,xor     ecx, eax
0x80030ccL,mov     [esp+0F34h+var_AFC], ecx
0x80030d3L,mov     eax, [esp+0F34h+var_F24]
0x80030d7L,xor     ebx, edx
0x80030d9L,add     eax, [esp+0F34h+var_AFC]
0x80030e0L,mov     [esp+0F34h+var_AF8], ebx
0x80030e7L,mov     edx, [esp+0F34h+var_F20]
0x80030ebL,adc     edx, [esp+0F34h+var_AF8]
0x80030f2L,mov     esi, [esp+0F34h+var_E6C]
0x80030f9L,mov     edi, [esp+0F34h+var_E68]
0x8003100L,mov     [esp+0F34h+var_F20], edx
0x8003104L,mov     ecx, edi
0x8003106L,mov     edx, esi
0x8003108L,shld    edx, edi, 3
0x800310cL,shld    ecx, esi, 3
0x8003110L,mov     [esp+0F34h+var_F24], eax
0x8003114L,mov     ebx, ecx
0x8003116L,mov     eax, esi
0x8003118L,mov     ecx, edx
0x800311aL,mov     edx, edi
0x800311cL,mov     edi, [esp+0F34h+var_F20]
0x8003120L,shrd    eax, edx, 13h
0x8003124L,shrd    edx, esi, 13h
0x8003128L,xor     ecx, eax
0x800312aL,xor     ebx, edx
0x800312cL,mov     eax, [esp+0F34h+var_E6C]
0x8003133L,mov     edx, [esp+0F34h+var_E68]
0x800313aL,shrd    eax, edx, 6
0x800313eL,xor     ecx, eax
0x8003140L,mov     esi, [esp+0F34h+var_F24]
0x8003144L,shr     edx, 6
0x8003147L,mov     [esp+0F34h+var_AF4], ecx
0x800314eL,xor     ebx, edx
0x8003150L,add     esi, [esp+0F34h+var_AF4]
0x8003157L,mov     [esp+0F34h+var_AF0], ebx
0x800315eL,mov     [esp+0F34h+var_E5C], esi
0x8003165L,adc     edi, [esp+0F34h+var_AF0]
0x800316cL,add     esi, 0BD41FBD4h
0x8003172L,mov     [esp+0F34h+var_E58], edi
0x8003179L,mov     ecx, [esp+0F34h+var_ECC]
0x800317dL,adc     edi, 5CB0A9DCh
0x8003183L,add     esi, [esp+0F34h+var_ED4]
0x8003187L,mov     ebx, [esp+0F34h+var_EC8]
0x800318bL,mov     edx, [esp+0F34h+var_EE4]
0x800318fL,adc     edi, [esp+0F34h+var_ED0]
0x8003193L,mov     eax, [esp+0F34h+var_EE0]
0x8003197L,xor     edx, ecx
0x8003199L,xor     eax, ebx
0x800319bL,mov     ebx, [esp+0F34h+var_EDC]
0x800319fL,and     edx, ebx
0x80031a1L,mov     ebx, [esp+0F34h+var_ED8]
0x80031a5L,xor     edx, ecx
0x80031a7L,and     eax, ebx
0x80031a9L,mov     [esp+0F34h+var_AEC], edx
0x80031b0L,mov     edx, [esp+0F34h+var_EC8]
0x80031b4L,xor     edx, eax
0x80031b6L,add     esi, [esp+0F34h+var_AEC]
0x80031bdL,mov     [esp+0F34h+var_AE8], edx
0x80031c4L,mov     [esp+0F34h+var_F24], esi
0x80031c8L,adc     edi, [esp+0F34h+var_AE8]
0x80031cfL,mov     [esp+0F34h+var_F20], edi
0x80031d3L,mov     esi, [esp+0F34h+var_EDC]
0x80031d7L,mov     edi, [esp+0F34h+var_ED8]
0x80031dbL,mov     edx, esi
0x80031ddL,mov     ecx, edi
0x80031dfL,mov     eax, esi
0x80031e1L,shrd    edx, edi, 12h
0x80031e5L,shrd    ecx, esi, 12h
0x80031e9L,mov     ebx, ecx
0x80031ebL,mov     ecx, edx
0x80031edL,mov     edx, edi
0x80031efL,shrd    eax, edx, 0Eh
0x80031f3L,shrd    edx, esi, 0Eh
0x80031f7L,xor     ecx, eax
0x80031f9L,xor     ebx, edx
0x80031fbL,mov     eax, [esp+0F34h+var_EDC]
0x80031ffL,mov     edx, [esp+0F34h+var_ED8]
0x8003203L,mov     edi, eax
0x8003205L,mov     esi, [esp+0F34h+var_F24]
0x8003209L,shld    eax, edx, 17h
0x800320dL,xor     ecx, eax
0x800320fL,mov     eax, [esp+0F34h+var_EF8]
0x8003213L,shld    edx, edi, 17h
0x8003217L,mov     [esp+0F34h+var_AE4], ecx
0x800321eL,xor     ebx, edx
0x8003220L,add     esi, [esp+0F34h+var_AE4]
0x8003227L,mov     [esp+0F34h+var_AE0], ebx
0x800322eL,mov     edi, [esp+0F34h+var_F20]
0x8003232L,mov     edx, [esp+0F34h+var_F0C]
0x8003236L,adc     edi, [esp+0F34h+var_AE0]
0x800323dL,mov     ecx, [esp+0F34h+var_F08]
0x8003241L,add     edx, esi
0x8003243L,mov     [esp+0F34h+var_F24], esi
0x8003247L,adc     ecx, edi
0x8003249L,mov     esi, [esp+0F34h+var_EF4]
0x800324dL,mov     [esp+0F34h+var_ED4], edx
0x8003251L,mov     [esp+0F34h+var_ED0], ecx
0x8003255L,mov     edx, esi
0x8003257L,mov     ecx, [esp+0F34h+var_EFC]
0x800325bL,or      edx, ecx
0x800325dL,mov     [esp+0F34h+var_F20], edi
0x8003261L,mov     ecx, [esp+0F34h+var_F04]
0x8003265L,mov     edi, [esp+0F34h+var_EF0]
0x8003269L,mov     ebx, [esp+0F34h+var_EFC]
0x800326dL,or      eax, edi
0x800326fL,and     ebx, esi
0x8003271L,and     edx, ecx
0x8003273L,mov     ecx, [esp+0F34h+var_F00]
0x8003277L,or      edx, ebx
0x8003279L,and     eax, ecx
0x800327bL,mov     ecx, [esp+0F34h+var_EF8]
0x800327fL,and     ecx, edi
0x8003281L,mov     [esp+0F34h+var_ADC], edx
0x8003288L,mov     edx, eax
0x800328aL,mov     eax, esi
0x800328cL,or      edx, ecx
0x800328eL,mov     ecx, edi
0x8003290L,mov     [esp+0F34h+var_AD8], edx
0x8003297L,mov     edx, esi
0x8003299L,shld    edx, edi, 1Eh
0x800329dL,shld    ecx, esi, 1Eh
0x80032a1L,mov     [esp+0F34h+var_F1C], edx
0x80032a5L,mov     [esp+0F34h+var_F18], ecx
0x80032a9L,mov     ecx, [esp+0F34h+var_F1C]
0x80032adL,mov     edx, edi
0x80032afL,shrd    eax, edi, 1Ch
0x80032b3L,mov     edi, ecx
0x80032b5L,mov     ebx, [esp+0F34h+var_F18]
0x80032b9L,shrd    edx, esi, 1Ch
0x80032bdL,xor     edi, eax
0x80032bfL,mov     eax, [esp+0F34h+var_EF4]
0x80032c3L,xor     ebx, edx
0x80032c5L,mov     ecx, eax
0x80032c7L,mov     edx, [esp+0F34h+var_EF0]
0x80032cbL,shld    eax, edx, 19h
0x80032cfL,shld    edx, ecx, 19h
0x80032d3L,mov     ecx, edi
0x80032d5L,xor     ebx, edx
0x80032d7L,xor     ecx, eax
0x80032d9L,mov     [esp+0F34h+var_AD4], ecx
0x80032e0L,mov     edx, [esp+0F34h+var_ADC]
0x80032e7L,add     edx, [esp+0F34h+var_AD4]
0x80032eeL,mov     [esp+0F34h+var_AD0], ebx
0x80032f5L,mov     eax, edx
0x80032f7L,mov     ecx, [esp+0F34h+var_AD8]
0x80032feL,mov     edx, eax
0x8003300L,mov     esi, [esp+0F34h+var_E3C]
0x8003307L,adc     ecx, [esp+0F34h+var_AD0]
0x800330eL,add     edx, [esp+0F34h+var_F24]
0x8003312L,adc     ecx, [esp+0F34h+var_F20]
0x8003316L,mov     edi, [esp+0F34h+var_E38]
0x800331dL,mov     [esp+0F34h+var_F24], edx
0x8003321L,mov     [esp+0F34h+var_F20], ecx
0x8003325L,mov     edx, esi
0x8003327L,mov     ecx, esi
0x8003329L,mov     ebx, edi
0x800332bL,shrd    ecx, edi, 8
0x800332fL,shrd    ebx, esi, 8
0x8003333L,shrd    esi, edi, 1
0x8003337L,shrd    edi, edx, 1
0x800333bL,xor     ecx, esi
0x800333dL,xor     ebx, edi
0x800333fL,mov     esi, [esp+0F34h+var_E3C]
0x8003346L,mov     edi, [esp+0F34h+var_E38]
0x800334dL,shrd    esi, edi, 7
0x8003351L,shr     edi, 7
0x8003354L,mov     eax, esi
0x8003356L,mov     edx, edi
0x8003358L,mov     edi, ecx
0x800335aL,xor     edi, eax
0x800335cL,mov     esi, [esp+0F34h+var_E54]
0x8003363L,mov     [esp+0F34h+var_ACC], edi
0x800336aL,mov     edi, ebx
0x800336cL,xor     edi, edx
0x800336eL,add     esi, [esp+0F34h+var_ACC]
0x8003375L,mov     [esp+0F34h+var_AC8], edi
0x800337cL,mov     edi, [esp+0F34h+var_E50]
0x8003383L,adc     edi, [esp+0F34h+var_AC8]
0x800338aL,mov     eax, esi
0x800338cL,add     eax, [esp+0F34h+var_E94]
0x8003393L,mov     edx, edi
0x8003395L,adc     edx, [esp+0F34h+var_E90]
0x800339cL,mov     [esp+0F34h+var_F1C], eax
0x80033a0L,mov     [esp+0F34h+var_F18], edx
0x80033a4L,mov     eax, [esp+0F34h+var_E64]
0x80033abL,mov     edx, [esp+0F34h+var_E60]
0x80033b2L,mov     edi, eax
0x80033b4L,mov     ecx, eax
0x80033b6L,mov     ebx, edx
0x80033b8L,shld    ecx, edx, 3
0x80033bcL,shld    ebx, eax, 3
0x80033c0L,shrd    eax, edx, 13h
0x80033c4L,shrd    edx, edi, 13h
0x80033c8L,xor     ecx, eax
0x80033caL,xor     ebx, edx
0x80033ccL,mov     eax, [esp+0F34h+var_E64]
0x80033d3L,mov     edx, [esp+0F34h+var_E60]
0x80033daL,shrd    eax, edx, 6
0x80033deL,shr     edx, 6
0x80033e1L,xor     ecx, eax
0x80033e3L,xor     ebx, edx
0x80033e5L,mov     [esp+0F34h+var_AC4], ecx
0x80033ecL,mov     [esp+0F34h+var_AC0], ebx
0x80033f3L,mov     ebx, [esp+0F34h+var_F1C]
0x80033f7L,add     ebx, [esp+0F34h+var_AC4]
0x80033feL,mov     esi, [esp+0F34h+var_F18]
0x8003402L,adc     esi, [esp+0F34h+var_AC0]
0x8003409L,mov     [esp+0F34h+var_E54], ebx
0x8003410L,add     ebx, 831153B5h
0x8003416L,mov     [esp+0F34h+var_E50], esi
0x800341dL,adc     esi, 76F988DAh
0x8003423L,mov     ecx, [esp+0F34h+var_EE4]
0x8003427L,mov     edi, esi
0x8003429L,mov     esi, ebx
0x800342bL,add     esi, [esp+0F34h+var_ECC]
0x800342fL,mov     ebx, [esp+0F34h+var_EE0]
0x8003433L,mov     edx, [esp+0F34h+var_EDC]
0x8003437L,mov     eax, [esp+0F34h+var_ED8]
0x800343bL,adc     edi, [esp+0F34h+var_EC8]
0x800343fL,xor     edx, ecx
0x8003441L,xor     eax, ebx
0x8003443L,mov     ebx, [esp+0F34h+var_ED4]
0x8003447L,and     edx, ebx
0x8003449L,mov     ebx, [esp+0F34h+var_ED0]
0x800344dL,xor     edx, ecx
0x800344fL,and     eax, ebx
0x8003451L,mov     [esp+0F34h+var_ABC], edx
0x8003458L,mov     edx, [esp+0F34h+var_EE0]
0x800345cL,xor     edx, eax
0x800345eL,add     esi, [esp+0F34h+var_ABC]
0x8003465L,mov     [esp+0F34h+var_AB8], edx
0x800346cL,mov     [esp+0F34h+var_F1C], esi
0x8003470L,adc     edi, [esp+0F34h+var_AB8]
0x8003477L,mov     esi, [esp+0F34h+var_ED4]
0x800347bL,mov     [esp+0F34h+var_F18], edi
0x800347fL,mov     edi, [esp+0F34h+var_ED0]
0x8003483L,mov     edx, esi
0x8003485L,mov     ecx, edi
0x8003487L,shrd    edx, edi, 12h
0x800348bL,shrd    ecx, esi, 12h
0x800348fL,mov     ebx, ecx
0x8003491L,mov     eax, esi
0x8003493L,mov     ecx, edx
0x8003495L,mov     edx, edi
0x8003497L,shrd    eax, edx, 0Eh
0x800349bL,shrd    edx, esi, 0Eh
0x800349fL,xor     ecx, eax
0x80034a1L,xor     ebx, edx
0x80034a3L,mov     eax, [esp+0F34h+var_ED4]
0x80034a7L,mov     edx, [esp+0F34h+var_ED0]
0x80034abL,mov     edi, eax
0x80034adL,mov     esi, [esp+0F34h+var_F1C]
0x80034b1L,shld    eax, edx, 17h
0x80034b5L,xor     ecx, eax
0x80034b7L,shld    edx, edi, 17h
0x80034bbL,xor     ebx, edx
0x80034bdL,mov     [esp+0F34h+var_AB4], ecx
0x80034c4L,mov     [esp+0F34h+var_AB0], ebx
0x80034cbL,mov     edi, [esp+0F34h+var_F18]
0x80034cfL,add     esi, [esp+0F34h+var_AB4]
0x80034d6L,mov     edx, [esp+0F34h+var_F04]
0x80034daL,adc     edi, [esp+0F34h+var_AB0]
0x80034e1L,mov     ecx, [esp+0F34h+var_F00]
0x80034e5L,add     edx, esi
0x80034e7L,mov     eax, [esp+0F34h+var_F20]
0x80034ebL,adc     ecx, edi
0x80034edL,mov     [esp+0F34h+var_F04], edx
0x80034f1L,mov     [esp+0F34h+var_F00], ecx
0x80034f5L,mov     edx, [esp+0F34h+var_F24]
0x80034f9L,mov     ecx, [esp+0F34h+var_EF4]
0x80034fdL,mov     ebx, [esp+0F34h+var_EF8]
0x8003501L,or      edx, ecx
0x8003503L,mov     ecx, [esp+0F34h+var_EF0]
0x8003507L,or      eax, ecx
0x8003509L,mov     ecx, [esp+0F34h+var_EFC]
0x800350dL,and     eax, ebx
0x800350fL,and     edx, ecx
0x8003511L,mov     ebx, [esp+0F34h+var_F24]
0x8003515L,mov     ecx, [esp+0F34h+var_EF4]
0x8003519L,and     ebx, ecx
0x800351bL,mov     ecx, [esp+0F34h+var_F20]
0x800351fL,and     ecx, [esp+0F34h+var_EF0]
0x8003523L,or      edx, ebx
0x8003525L,mov     [esp+0F34h+var_AAC], edx
0x800352cL,mov     edx, eax
0x800352eL,or      edx, ecx
0x8003530L,mov     ecx, [esp+0F34h+var_F20]
0x8003534L,mov     [esp+0F34h+var_AA8], edx
0x800353bL,mov     edx, [esp+0F34h+var_F24]
0x800353fL,mov     ebx, edx
0x8003541L,mov     eax, [esp+0F34h+var_F24]
0x8003545L,shld    edx, ecx, 1Eh
0x8003549L,mov     [esp+0F34h+var_F1C], edx
0x800354dL,mov     edx, [esp+0F34h+var_F20]
0x8003551L,shld    ecx, ebx, 1Eh
0x8003555L,mov     [esp+0F34h+var_F18], ecx
0x8003559L,mov     ebx, [esp+0F34h+var_F1C]
0x800355dL,mov     ecx, eax
0x800355fL,shrd    eax, edx, 1Ch
